threshold_lower,threshold_upper,percentage rejected samples,specificity,sensitivity,TP,FP,TN,FN
0.0,0.5,86,0.0,1.0,919,116,0,0
0.025,0.5,61,0.94,0.97,919,116,1891,25
0.05,0.5,41,0.97,0.93,919,116,3398,72
0.07500000000000001,0.5,30,0.97,0.9,919,116,4161,104
0.1,0.5,24,0.98,0.87,919,116,4622,133
0.125,0.5,19,0.98,0.85,919,116,4910,168
0.15000000000000002,0.5,16,0.98,0.82,919,116,5170,195
0.17500000000000002,0.5,13,0.98,0.8,919,116,5334,225
0.2,0.5,11,0.98,0.78,919,116,5458,260
0.225,0.5,9,0.98,0.76,919,116,5546,287
0.25,0.5,8,0.98,0.75,919,116,5643,310
0.275,0.5,7,0.98,0.73,919,116,5709,334
0.30000000000000004,0.5,5,0.98,0.72,919,116,5776,359
0.325,0.5,4,0.98,0.71,919,116,5827,377
0.35000000000000003,0.5,3,0.98,0.7,919,116,5882,399
0.375,0.5,3,0.98,0.69,919,116,5918,415
0.4,0.5,2,0.98,0.68,919,116,5947,440
0.42500000000000004,0.5,1,0.98,0.66,919,116,5969,466
0.45,0.5,1,0.98,0.65,919,116,5987,485
0.47500000000000003,0.5,0,0.98,0.64,919,116,5999,512
0.5,0.5,0,0.98,0.63,919,116,6014,531
0.0,0.525,87,0.0,1.0,899,102,0,0
0.025,0.525,62,0.95,0.97,899,102,1891,25
0.05,0.525,41,0.97,0.93,899,102,3398,72
0.07500000000000001,0.525,31,0.98,0.9,899,102,4161,104
0.1,0.525,24,0.98,0.87,899,102,4622,133
0.125,0.525,20,0.98,0.84,899,102,4910,168
0.15000000000000002,0.525,16,0.98,0.82,899,102,5170,195
0.17500000000000002,0.525,13,0.98,0.8,899,102,5334,225
0.2,0.525,11,0.98,0.78,899,102,5458,260
0.225,0.525,10,0.98,0.76,899,102,5546,287
0.25,0.525,8,0.98,0.74,899,102,5643,310
0.275,0.525,7,0.98,0.73,899,102,5709,334
0.30000000000000004,0.525,6,0.98,0.71,899,102,5776,359
0.325,0.525,5,0.98,0.7,899,102,5827,377
0.35000000000000003,0.525,4,0.98,0.69,899,102,5882,399
0.375,0.525,3,0.98,0.68,899,102,5918,415
0.4,0.525,3,0.98,0.67,899,102,5947,440
0.42500000000000004,0.525,2,0.98,0.66,899,102,5969,466
0.45,0.525,1,0.98,0.65,899,102,5987,485
0.47500000000000003,0.525,1,0.98,0.64,899,102,5999,512
0.5,0.525,0,0.98,0.63,899,102,6014,531
0.0,0.55,87,0.0,1.0,879,91,0,0
0.025,0.55,62,0.95,0.97,879,91,1891,25
0.05,0.55,41,0.97,0.92,879,91,3398,72
0.07500000000000001,0.55,31,0.98,0.89,879,91,4161,104
0.1,0.55,24,0.98,0.87,879,91,4622,133
0.125,0.55,20,0.98,0.84,879,91,4910,168
0.15000000000000002,0.55,16,0.98,0.82,879,91,5170,195
0.17500000000000002,0.55,14,0.98,0.8,879,91,5334,225
0.2,0.55,12,0.98,0.77,879,91,5458,260
0.225,0.55,10,0.98,0.75,879,91,5546,287
0.25,0.55,9,0.98,0.74,879,91,5643,310
0.275,0.55,7,0.98,0.72,879,91,5709,334
0.30000000000000004,0.55,6,0.98,0.71,879,91,5776,359
0.325,0.55,5,0.98,0.7,879,91,5827,377
0.35000000000000003,0.55,4,0.98,0.69,879,91,5882,399
0.375,0.55,4,0.98,0.68,879,91,5918,415
0.4,0.55,3,0.98,0.67,879,91,5947,440
0.42500000000000004,0.55,2,0.98,0.65,879,91,5969,466
0.45,0.55,2,0.99,0.64,879,91,5987,485
0.47500000000000003,0.55,1,0.99,0.63,879,91,5999,512
0.5,0.55,1,0.99,0.62,879,91,6014,531
0.0,0.575,88,0.0,1.0,853,74,0,0
0.025,0.575,62,0.96,0.97,853,74,1891,25
0.05,0.575,42,0.98,0.92,853,74,3398,72
0.07500000000000001,0.575,32,0.98,0.89,853,74,4161,104
0.1,0.575,25,0.98,0.87,853,74,4622,133
0.125,0.575,21,0.99,0.84,853,74,4910,168
0.15000000000000002,0.575,17,0.99,0.81,853,74,5170,195
0.17500000000000002,0.575,14,0.99,0.79,853,74,5334,225
0.2,0.575,12,0.99,0.77,853,74,5458,260
0.225,0.575,11,0.99,0.75,853,74,5546,287
0.25,0.575,9,0.99,0.73,853,74,5643,310
0.275,0.575,8,0.99,0.72,853,74,5709,334
0.30000000000000004,0.575,7,0.99,0.7,853,74,5776,359
0.325,0.575,6,0.99,0.69,853,74,5827,377
0.35000000000000003,0.575,5,0.99,0.68,853,74,5882,399
0.375,0.575,4,0.99,0.67,853,74,5918,415
0.4,0.575,4,0.99,0.66,853,74,5947,440
0.42500000000000004,0.575,3,0.99,0.65,853,74,5969,466
