"brukercode","acquisition_date","acquisition_time"
"721299_2","2017-12-12","11:47:10"
"721343_1","2017-12-12","11:47:16"
"721343_2","2017-12-12","11:47:26"
"721350_1","2017-12-12","11:47:29"
"721356_1","2017-12-12","11:47:33"
"721357_2","2017-12-12","11:47:36"
"721357ns_1","2017-12-12","11:47:40"
"721362_1","2017-12-12","11:47:43"
"721363_1","2017-12-12","11:47:46"
"721363_2","2017-12-12","11:47:50"
"721366_1","2017-12-12","11:47:54"
"721367_1","2017-12-12","11:47:57"
"721367klein_1","2017-12-12","11:48:06"
"721368_1","2017-12-12","11:48:10"
"721369_2","2017-12-12","11:48:13"
"721377_1","2017-12-12","11:48:17"
"721379_1","2017-12-12","11:48:21"
"721383hellblau_1","2017-12-12","11:48:28"
"721383violett_1","2017-12-12","11:48:25"
"721402_1","2017-12-12","11:48:31"
"721412_1","2017-12-12","11:48:34"
"721414flach_1","2017-12-12","11:48:38"
"721414rund_1","2017-12-12","11:48:41"
"721415_1","2017-12-12","11:48:44"
"721435_1","2017-12-12","11:48:52"
"721435_2","2017-12-12","11:48:55"
"721435_3","2017-12-12","11:48:58"
"721436_1","2017-12-12","11:49:02"
"721440_1","2017-12-12","11:49:05"
"142028_7","2017-11-21","10:55:32"
"142029_8","2017-11-21","10:55:25"
"142030_6","2017-11-21","10:55:21"
"611584_13","2017-11-21","10:55:10"
"611613_10","2017-11-21","10:55:36"
"611635_3","2017-11-21","10:55:18"
"6be83e66_4c0c_450b_bdb9_1575ad2b2e48","2017-11-21","10:55:14"
"6682061d_893a_4674_88f9_254a898ce085","2017-08-22","14:24:28"
"720452_1","2017-11-29","13:03:42"
"3e4ada83_d443_404e_a7a3_18b85185522c","2017-11-29","13:03:45"
"611945_8","2017-12-05","12:17:50"
"612235_1","2017-12-05","12:17:53"
"612246_1","2017-12-05","12:17:59"
"612255_1","2017-12-05","12:18:03"
"612258_1","2017-12-05","12:18:07"
"a9522bf4_cf43_474e_b5b1_9df6df26a41b","2017-12-05","12:18:10"
"612260_1","2017-12-05","12:18:14"
"722384_3","2017-12-29","15:54:35"
"7e17976e_a68a_440f_9c18_04c4513b4459","2017-12-29","15:54:32"
"721654_2","2017-12-18","16:52:17"
"721654_3","2017-12-18","16:52:20"
"721654_4","2017-12-18","16:52:26"
"721654_5","2017-12-18","16:52:31"
"721654_6","2017-12-18","16:52:36"
"721654_7","2017-12-18","16:52:43"
"145035_3","2017-12-19","15:54:02"
"305937_1","2017-12-19","15:53:57"
"612436_11","2017-12-19","15:54:29"
"4f84de41_6116_4dab_b6d5_711b96be37e6","2017-12-19","15:54:36"
"612540_4","2017-12-19","15:54:09"
"612558_5","2017-12-19","15:54:25"
"612756_2","2017-12-19","15:54:16"
"6f9d6d4a_d890_4af5_b190_0f5d27aa1ed0","2017-12-19","15:54:12"
"612756_3","2017-12-19","15:54:22"
"hkm_2_diff_1_1","2017-12-19","13:56:50"
"hlm_2_diff_2_1","2017-12-19","13:56:54"
"hlm_2_diff_3_1","2017-12-19","13:57:03"
"hlm_2_kugelig_1","2017-12-19","13:57:48"
"hlm_2_winzi_g_2_1","2017-12-19","13:57:12"
"hlm_2_winzig_3_1","2017-12-19","13:57:17"
"hlm_2_winzig_4_1","2017-12-19","13:57:30"
"hlm_2_winzig_6_1","2017-12-19","13:57:37"
"hlm_3_diff_1_1","2017-12-19","13:57:52"
"hlm_3_diff_2_1","2017-12-19","13:57:55"
"hlm_winzig_1_1","2017-12-19","13:57:09"
"zef_mo_1_1","2017-12-19","13:56:25"
"fd3f30ec_e0ef_457a_9ffa_5c6ffbed679e","2017-12-19","13:56:32"
"zef_mo_2_1","2017-12-19","13:56:40"
"e771c89f_0a0a_40a1_9f81_8188445c255a","2017-12-19","13:56:36"
"zef_mo_3__1_1","2017-12-19","13:56:43"
"zef_mo_3_1","2017-12-19","13:56:47"
"613003_2","2017-12-22","11:44:27"
"613004_1","2017-12-22","11:44:30"
"613004_2","2017-12-22","11:44:41"
"613008_2","2017-12-22","11:44:44"
"613009_1","2017-12-22","11:44:47"
"613009_2","2017-12-22","11:44:51"
"613009_3","2017-12-22","11:44:55"
"613010_1","2017-12-22","11:44:59"
"613013_1","2017-12-22","11:45:02"
"613013_2","2017-12-22","11:45:05"
"613019_1","2017-12-22","11:45:08"
"613019_2","2017-12-22","11:45:11"
"613019_3","2017-12-22","11:45:15"
"613021_1","2017-12-22","11:45:18"
"612889_3","2017-12-22","10:07:25"
"612939_3","2017-12-22","10:08:03"
"612958_3","2017-12-22","10:08:38"
"fdc80406_184f_4327_a6e8_b7af40953298","2017-12-22","10:09:07"
"721994_1","2017-12-22","10:06:00"
"721996_1","2017-12-22","10:06:24"
"722018_1","2017-12-22","10:06:57"
"145359_1","2017-12-15","10:21:48"
"145359_2","2017-12-15","10:21:51"
"145359_3","2017-12-15","10:21:54"
"145359_4","2017-12-15","10:21:58"
"145359_5","2017-12-15","10:22:01"
"208050_1","2017-12-15","10:21:22"
"3a70615d_355f_4b51_9ce0_bb98ff8a7783","2017-12-15","10:21:09"
"208054_2","2017-12-15","10:21:26"
"208055_3","2017-12-15","10:21:30"
"208063_2","2017-12-15","10:21:33"
"208068_2","2017-12-15","10:21:44"
"208076_1","2017-12-15","10:20:54"
"208089_1","2017-12-15","10:20:57"
"208090_1","2017-12-15","10:21:01"
"404610_2","2017-12-18","12:27:06"
"404611_2","2017-12-18","12:27:31"
"404611_4","2017-12-18","12:27:55"
"404612_1","2017-12-18","12:28:18"
"504945_3","2017-12-21","11:00:21"
"504945_4","2017-12-21","11:00:24"
"505042_4","2017-12-21","11:00:11"
"505042_5","2017-12-21","11:00:15"
"505042_6","2017-12-21","11:00:18"
"505042_7","2017-12-21","11:00:08"
"505044_6","2017-12-21","11:00:28"
"505048_1","2017-12-21","11:00:43"
"505062_4","2017-12-21","11:00:46"
"505062_5","2017-12-21","11:00:56"
"505062_6","2017-12-21","11:01:02"
"505062_7","2017-12-21","11:01:05"
"505062_8","2017-12-21","11:01:09"
"505062m_5","2017-12-21","11:00:53"
"505066_2","2017-12-21","11:01:13"
"505073_1","2017-12-21","11:01:18"
"505076_3","2017-12-21","11:01:22"
"505076_4","2017-12-21","11:01:28"
"505076_5","2017-12-21","11:01:32"
"505076_6","2017-12-21","11:01:39"
"612625dun_4","2017-12-21","10:59:51"
"612625hell_1","2017-12-21","10:59:55"
"612839_1","2017-12-21","10:59:33"
"612851_2","2017-12-21","10:59:37"
"612852_2","2017-12-21","10:59:40"
"612857_2","2017-12-21","10:59:58"
"612858_2","2017-12-21","11:00:01"
"612858_6","2017-12-21","11:00:05"
"612873_1","2017-12-21","11:01:46"
"612890_4","2017-12-21","11:01:43"
"612891_1","2017-12-21","11:01:49"
"612891_6","2017-12-21","11:01:54"
"612891_7","2017-12-21","11:01:58"
"612897_1","2017-12-21","11:02:01"
"612897_2","2017-12-21","11:02:04"
"612556_12","2017-12-20","15:51:13"
"612556_13","2017-12-20","15:51:46"
"612556_14","2017-12-20","15:51:50"
"612556_15","2017-12-20","15:52:19"
"44265fc0_7378_4736_b888_2bd8127f328d","2017-12-20","15:52:15"
"612660_10","2017-12-20","15:49:10"
"b8e8d6e8_2a80_4c7a_9ea0_5913aa2d1f0e","2017-12-20","15:48:59"
"612660_11","2017-12-20","15:49:03"
"612660_12","2017-12-20","15:49:06"
"85e75ef8_f9f9_4c42_b6e0_4b05fa4817d6","2017-12-20","15:49:17"
"612660_9","2017-12-20","15:48:56"
"612707_10","2017-12-20","15:49:56"
"612707_7","2017-12-20","15:49:22"
"612707_8","2017-12-20","15:49:26"
"612707_9","2017-12-20","15:49:51"
"612708_2","2017-12-20","15:50:00"
"612708_3","2017-12-20","15:50:05"
"612708_4","2017-12-20","15:50:17"
"612708_5","2017-12-20","15:50:22"
"612708_6","2017-12-20","15:50:40"
"612734_10","2017-12-20","15:48:29"
"612734_9","2017-12-20","15:48:25"
"612735_5","2017-12-20","15:48:33"
"612735_8","2017-12-20","15:48:37"
"612736_10","2017-12-20","15:48:41"
"612736_12","2017-12-20","15:48:46"
"612764_5","2017-12-20","15:50:43"
"612764_6","2017-12-20","15:50:49"
"612764_7","2017-12-20","15:51:00"
"612764_8","2017-12-20","15:51:06"
"145831_1","2017-12-25","11:09:42"
"146528_1","2017-12-25","11:09:32"
"2356124f_84b2_418d_9f36_a1bcfbeeebf4","2017-12-25","11:09:38"
"146640_1","2017-12-25","11:09:15"
"401b198a_e329_4f92_89a0_fa5440d22032","2017-12-25","11:09:20"
"146710_1","2017-12-25","11:09:28"
"dc4962d9_33c0_408f_bb88_b1513c0df514","2017-12-25","11:09:24"
"0fee4806_d74a_4eb3_9ec6_cbad85952476","2017-12-31","09:55:16"
"613192_2","2017-12-31","09:55:20"
"613203_1","2017-12-31","09:55:25"
"613252_1","2017-12-31","09:55:28"
"613272_3","2017-12-31","09:55:35"
"613272_4","2017-12-31","09:55:44"
"613272_5","2017-12-31","09:55:47"
"613272_6","2017-12-31","09:55:54"
"613272_7","2017-12-31","09:56:09"
"613273_1","2017-12-31","09:56:12"
"613280_1","2017-12-31","09:56:16"
"613287_3","2017-12-31","09:56:21"
"5fee0af8_903f_4625_8cae_f6def161ae60","2017-12-31","09:56:25"
"613289_2","2017-12-31","09:56:29"
"613301_3","2017-12-31","09:56:34"
"613302_1","2017-12-31","09:56:38"
"613302_2","2017-12-31","09:56:41"
"613320_1","2017-12-31","09:56:52"
"613320_2","2017-12-31","09:56:55"
"613320_3","2017-12-31","09:56:58"
"613320_4","2017-12-31","09:56:49"
"146455_2","2017-12-23","11:13:45"
"146464_2","2017-12-23","11:13:31"
"146472_4","2017-12-23","11:13:35"
"146473_6","2017-12-23","11:13:39"
"146484_1","2017-12-23","11:13:42"
"146528_1","2017-12-24","11:50:45"
"146528_2","2017-12-24","11:50:49"
"146640_1","2017-12-24","11:50:30"
"146640_2","2017-12-24","11:50:33"
"146669_1","2017-12-24","11:50:53"
"146669_2","2017-12-24","11:50:56"
"146681_1","2017-12-24","11:51:18"
"146681_2","2017-12-24","11:51:22"
"146717_1","2017-12-24","11:50:24"
"146717_2","2017-12-24","11:50:27"
"146804_1","2017-12-24","11:51:10"
"146804_2","2017-12-24","11:51:15"
"146867_1","2017-12-24","11:51:00"
"146867_2","2017-12-24","11:51:03"
"404399_2","2017-12-02","10:57:36"
"e964258c_a4f1_46a1_9672_309048619f31","2017-12-02","10:58:02"
"404429_2","2017-12-02","10:58:27"
"612179_5","2017-12-02","10:57:31"
"e52219eb_5a5e_40b1_b0da_9428fe2d40e5","2017-11-18","07:50:05"
"404243_1","2017-11-18","11:23:07"
"2828c0c0_d3fa_4497_80c1_ad0df5dd78fc","2017-11-18","11:23:03"
"611581_1","2017-11-18","11:20:51"
"611584_1","2017-11-18","11:20:54"
"611646_2","2017-11-18","11:20:57"
"611660_2","2017-11-18","11:21:03"
"611668_1","2017-11-18","11:21:07"
"611668_2","2017-11-18","11:21:10"
"611680_1","2017-11-18","11:21:13"
"611680_2","2017-11-18","11:21:17"
"611680_3","2017-11-18","11:21:20"
"611693_1","2017-11-18","11:21:26"
"611694_1","2017-11-18","11:21:29"
"611699_1","2017-11-18","11:21:32"
"611699_2","2017-11-18","11:21:40"
"611699_3","2017-11-18","11:21:44"
"611699_4","2017-11-18","11:21:48"
"611705_1","2017-11-18","11:21:52"
"611705_2","2017-11-18","11:21:55"
"611716_1","2017-11-18","11:21:59"
"611717_1","2017-11-18","11:22:05"
"611717_2","2017-11-18","11:22:09"
"611727_1","2017-11-18","11:22:14"
"611727_2","2017-11-18","11:22:19"
"611727_3","2017-11-18","11:22:22"
"611728_1","2017-11-18","11:22:25"
"611728_2","2017-11-18","11:22:33"
"611729_1","2017-11-18","11:22:37"
"611729_2","2017-11-18","11:22:41"
"611730_1","2017-11-18","11:22:45"
"611730_2","2017-11-18","11:22:48"
"611731_1","2017-11-18","11:22:52"
"611731_2","2017-11-18","11:22:55"
"611734_1","2017-11-18","11:22:58"
"722140_3","2017-12-26","10:40:28"
"722164_3","2017-12-26","10:40:43"
"86fd2015_bc2b_4ddf_a60f_3f3b42b9ab14","2017-12-26","10:40:39"
"722177_3","2017-12-26","10:40:46"
"722177_4","2017-12-26","10:41:04"
"722178_1","2017-12-26","10:41:08"
"722181_1","2017-12-26","10:41:19"
"722191_1","2017-12-26","10:41:23"
"722192_1","2017-12-26","10:41:27"
"722192_2","2017-12-26","10:41:30"
"722196_2","2017-12-26","10:41:49"
"722196_3","2017-12-26","10:42:13"
"722214_1","2017-12-26","10:42:25"
"722221_1","2017-12-26","10:42:29"
"722221_2","2017-12-26","10:42:33"
"722222_1","2017-12-26","10:42:36"
"722222_3","2017-12-26","10:42:39"
"722227_1","2017-12-26","10:42:48"
"722228_1","2017-12-26","10:42:51"
"722230_1","2017-12-26","10:42:55"
"722253_1","2017-12-26","10:42:58"
"722257_1","2017-12-26","10:43:02"
"722257_2","2017-12-26","10:43:05"
"722264_1","2017-12-26","10:43:08"
"722269_1","2017-12-26","10:43:12"
"722269_2","2017-12-26","10:43:17"
"722272_1","2017-12-26","10:43:20"
"05926a5a_afbc_4902_8de5_5f88c6ab99ca","2017-12-26","10:43:24"
"2017_08_03T11_04_50","2017-08-03","11:04:56"
"2017_08_03T11_04_50","2017-08-03","11:05:00"
"2017_08_03T11_04_50","2017-08-03","11:05:03"
"2017_08_03T11_04_50","2017-08-03","11:05:06"
"2017_08_03T11_04_50","2017-08-03","11:05:09"
"2017_08_03T11_04_50","2017-08-03","11:05:11"
"2017_08_03T11_04_50","2017-08-03","11:05:14"
"2017_08_03T11_04_50","2017-08-03","11:05:17"
"2017_08_03T11_04_50","2017-08-03","11:05:20"
"BTS","2017-08-03","11:05:31"
"Sample_BTS","2017-08-03","11:05:35"
"403812","2017-11-23","15:51:11"
"c22e8fef_36b8_45a9_9369_21c28ce2335f","2017-11-23","15:51:14"
"dcbaeec9_324a_4f76_a0d2_4656e4dfc617","2017-11-23","15:51:08"
"fa27aab8_64d2_43a8_b462_1a0f3a65b1c1","2017-11-23","15:51:04"
"503475","2017-11-23","15:51:28"
"5068e6ca_d826_4266_9f56_cd82cbc5bda6","2017-11-23","15:51:21"
"72b087d2_c61c_4043_b555_826e46f2fb8d","2017-11-23","15:51:18"
"ba234694_b090_42ba_a871_dc74de96df78","2017-11-23","15:51:25"
"504455","2017-11-23","15:51:42"
"ccae9186_bdc9_4081_8155_4d6a63cb3024","2017-11-23","15:51:35"
"cd556f67_9979_47fb_9cdf_407138b4a276","2017-11-23","15:51:31"
"ed6e1453_2a42_42d7_8ff4_f9de347ae243","2017-11-23","15:51:38"
"612486_2","2017-12-20","13:16:48"
"612677_3","2017-12-20","13:16:44"
"612752_1","2017-12-20","13:16:37"
"612767_5","2017-12-20","13:16:29"
"612798_3","2017-12-20","13:16:24"
"612801_2","2017-12-20","13:11:28"
"612809_13_1","2017-12-20","13:16:52"
"ced32537_9f37_4b15_9bd4_0df5de29c011","2017-12-20","13:17:13"
"612809_4","2017-12-20","13:17:18"
"612809_5","2017-12-20","13:17:31"
"612809_6","2017-12-20","13:17:37"
"612814_1","2017-12-20","13:16:21"
"612833_1","2017-12-20","13:16:13"
"612833_2","2017-12-20","13:16:17"
"612834_1","2017-12-20","13:16:09"
"612835_1","2017-12-20","13:15:55"
"612835_2","2017-12-20","13:15:59"
"612835_5","2017-12-20","13:16:02"
"612845_1","2017-12-20","13:15:30"
"612845_2","2017-12-20","13:15:35"
"612845_3","2017-12-20","13:15:43"
"12c7eaf9_0b55_4208_9105_9671c06423d8","2017-12-20","13:15:52"
"612845_4","2017-12-20","13:15:48"
"612846_1","2017-12-20","13:15:26"
"612847_1","2017-12-20","13:15:23"
"612849_1","2017-12-20","13:15:19"
"612850_1","2017-12-20","13:15:15"
"612855_1","2017-12-20","13:15:12"
"612857_1","2017-12-20","13:14:56"
"612857_2","2017-12-20","13:15:05"
"6cf475d3_693a_4dd5_95c4_3e225c2d3494","2017-12-20","13:15:01"
"612857_3","2017-12-20","13:15:08"
"612858_1","2017-12-20","13:14:40"
"612858_2","2017-12-20","13:14:52"
"644dba21_25cf_4a67_bf03_eaeffd055d68","2017-12-20","13:14:44"
"612861_1","2017-12-20","13:14:36"
"612862_1","2017-12-20","13:14:32"
"612863_1","2017-12-20","13:14:29"
"612864_1","2017-12-20","13:14:25"
"612869_1","2017-12-20","13:14:17"
"56b71a68_4372_458f_aac1_cb110a17b02f","2017-12-20","13:14:13"
"ca728241_daca_492a_a2ae_802929543278","2017-12-20","13:14:08"
"612870_hae_1","2017-12-20","13:14:05"
"612870_1","2017-12-20","13:14:01"
"a0105e26_91ff_4375_a2cc_5e7cd99c8d86","2017-12-20","13:13:49"
"d1700085_c6b7_4c68_bfae_14e8a5078f27","2017-12-20","13:13:53"
"612870_2","2017-12-20","13:14:22"
"612872_1","2017-12-20","13:13:45"
"612873_1","2017-12-20","13:13:39"
"d39e5d3a_3a4e_454f_86b4_68adb397f44e","2017-12-20","13:13:21"
"612874_1","2017-12-20","13:13:16"
"b0a241c1_7f15_4884_b80a_b800746400e7","2017-12-20","13:13:10"
"612875_1","2017-12-20","13:13:07"
"2d088847_7fff_428e_beb8_0a7600e7095b","2017-12-20","13:13:01"
"612876_1","2017-12-20","13:12:57"
"e78f80d1_8dae_4810_a792_0689a5af29cd","2017-12-20","13:12:38"
"612890_1","2017-12-20","13:12:12"
"612890_2","2017-12-20","13:12:15"
"8f692728_25c8_4f71_a7b0_fefdb868f3ae","2017-12-20","13:12:34"
"612890_3","2017-12-20","13:12:19"
"612890_4","2017-12-20","13:12:22"
"612891_2","2017-12-20","13:12:05"
"95b961fa_e4da_419a_8de6_6c30b192c933","2017-12-20","13:12:02"
"612898_1","2017-12-20","13:11:59"
"612901_1","2017-12-20","13:11:51"
"612901_2","2017-12-20","13:11:55"
"612903_1","2017-12-20","13:11:47"
"5214d94c_0abe_436d_a1b8_9a15445d74bb","2017-12-20","13:11:40"
"612906_1","2017-12-20","13:11:37"
"504877_4","2017-12-11","12:15:14"
"504882_2","2017-12-11","12:15:57"
"504886_7","2017-12-11","12:16:35"
"145750_3","2017-12-22","12:37:26"
"612751_2","2017-12-22","12:37:04"
"612753_3","2017-12-22","12:36:34"
"612755_2","2017-12-22","12:37:07"
"0163e3dc_e77d_4e3b_ac10_c7a3be1b8f2c","2017-12-22","12:37:15"
"612757_3","2017-12-22","12:37:19"
"612801_1","2017-12-22","12:36:52"
"612801_4","2017-12-22","12:36:43"
"612801_5","2017-12-22","12:36:47"
"612814_3","2017-12-22","12:36:30"
"612897_5","2017-12-22","12:37:23"
"612921_19","2017-12-22","12:36:06"
"612921_20","2017-12-22","12:36:10"
"612921_21","2017-12-22","12:36:14"
"612921_22","2017-12-22","12:36:18"
"612923_10","2017-12-22","12:36:27"
"612923_9","2017-12-22","12:36:23"
"612934_3","2017-12-22","12:37:00"
"504855_1","2017-12-08","14:42:51"
"a32cb3d1_d256_4d84_a7e5_3e30c083ab52","2017-12-08","14:42:28"
"504855_4","2017-12-08","14:42:25"
"c1565d1d_1393_4588_b40c_9366e9758d44","2017-12-20","10:37:53"
"613002_ab_ba_2","2017-12-30","10:32:53"
"613002gr_2","2017-12-30","10:33:40"
"613002kl_2","2017-12-30","10:34:07"
"504672_3","2017-11-25","09:03:56"
"504672_5","2017-11-25","09:04:32"
"611886_2","2017-11-25","09:05:11"
"720248gr_1","2017-11-25","09:04:54"
"1af0e49b_31e5_4183_a10a_ade0a0569a8e","2017-12-06","14:18:49"
"611796_5","2017-11-23","12:05:04"
"611798_2","2017-11-23","12:05:07"
"611841_3","2017-11-23","12:04:37"
"611841_4","2017-11-23","12:04:41"
"611841_5","2017-11-23","12:04:44"
"611841_6","2017-11-23","12:04:48"
"611841_7","2017-11-23","12:04:51"
"611863_1","2017-11-23","12:04:54"
"611863_2","2017-11-23","12:04:57"
"611863_3","2017-11-23","12:05:00"
"611866_1","2017-11-23","12:05:15"
"611868_1","2017-11-23","12:05:18"
"611868_2","2017-11-23","12:05:22"
"611869_1","2017-11-23","12:05:25"
"612486_2","2017-12-20","14:12:27"
"612677_3","2017-12-20","14:12:03"
"612809_5","2017-12-20","14:13:00"
"612809_6","2017-12-20","14:13:31"
"612814_1","2017-12-20","14:11:20"
"612890_2","2017-12-20","14:10:50"
"612890_4","2017-12-20","14:10:01"
"611635_3","2017-11-23","11:46:14"
"611803_4","2017-11-23","11:45:44"
"721014_1","2017-12-07","11:49:21"
"721046_2","2017-12-07","11:50:01"
"612597_1","2017-12-15","14:42:30"
"15e7317d_e1a6_4c63_93c8_d8334d03dc92","2017-12-15","14:42:33"
"612636_1","2017-12-15","14:42:37"
"612636_2","2017-12-15","14:42:40"
"612638_4","2017-12-15","14:42:44"
"c3f31269_f43e_4cfe_8ecc_bda6d93e30d6","2017-12-15","14:42:50"
"612638_5","2017-12-15","14:43:00"
"bf1c4368_5c30_43cd_9cfe_081344ff593f","2017-12-15","14:42:56"
"612639_1","2017-12-15","14:43:05"
"612639_2","2017-12-15","14:43:10"
"612639_3","2017-12-15","14:43:13"
"612640_8","2017-12-15","14:43:16"
"78785604_99c9_4841_b831_edae39414389","2017-12-15","14:43:24"
"612647_2","2017-12-15","14:43:31"
"47a1c7a8_946e_4494_9120_44cc7ee574af","2017-12-15","14:43:28"
"612653_4","2017-12-15","14:43:34"
"1f9520fd_4ca7_4bba_be63_c9ea782093f9","2017-12-15","14:43:38"
"612655_3","2017-12-15","14:43:41"
"612657_1","2017-12-15","14:44:03"
"612657_2","2017-12-15","14:44:08"
"612660_1","2017-12-15","14:44:11"
"612660_2","2017-12-15","14:44:18"
"034ecf44_125c_46f3_a4fc_53ddda7280fa","2017-12-15","14:44:15"
"612660_3","2017-12-15","14:44:23"
"612660_4","2017-12-15","14:44:31"
"612666_1","2017-12-15","14:44:37"
"486f24a0_26f3_4177_ba36_2a7597c9644d","2017-12-15","14:44:34"
"612668_1","2017-12-15","14:44:40"
"7e523751_76ba_436e_90b9_a7b6a09412de","2017-12-15","14:44:45"
"612669_3","2017-12-15","14:44:48"
"612669_4","2017-12-15","14:44:51"
"612669_5","2017-12-15","14:44:55"
"612674_1","2017-12-15","14:44:58"
"612679_4","2017-12-15","14:45:02"
"612683_1","2017-12-15","14:45:05"
"612683_2","2017-12-15","14:45:08"
"612683_3","2017-12-15","14:45:17"
"612683_4","2017-12-15","14:45:20"
"611745_2","2017-11-27","12:38:57"
"611822_2","2017-11-27","12:39:26"
"611838_1","2017-11-27","12:39:57"
"6ab67b59_7273_46cc_9983_1a5c96beeb6f","2017-11-27","12:41:00"
"611839_2","2017-11-27","12:40:34"
"720363_1","2017-11-27","11:22:31"
"720369_1","2017-11-27","11:22:41"
"720380_1","2017-11-27","11:22:44"
"720380_2","2017-11-27","11:22:47"
"720384_1","2017-11-27","11:22:51"
"720384_2","2017-11-27","11:22:54"
"720386_1","2017-11-27","11:22:57"
"720394_1","2017-11-27","11:23:01"
"720394_2","2017-11-27","11:23:06"
"720418_1","2017-11-27","11:23:09"
"720418_2","2017-11-27","11:23:12"
"720422_1","2017-11-27","11:23:15"
"720422_2","2017-11-27","11:23:19"
"720440_1","2017-11-27","11:23:27"
"720443_1","2017-11-27","11:23:30"
"720452_1","2017-11-27","11:23:34"
"720452_2","2017-11-27","11:23:38"
"720463_2","2017-11-27","11:23:41"
"720463_3","2017-11-27","11:23:45"
"720465_1","2017-11-27","11:23:48"
"720466_3","2017-11-27","11:23:52"
"720477_1","2017-11-27","11:23:55"
"720479_1","2017-11-27","11:23:59"
"720502_1","2017-11-27","11:24:02"
"e88d990b_1bca_4980_844d_39265b1ebbf9","2017-12-26","11:52:02"
"e88d990b_1bca_4980_844d_39265b1ebbf9","2017-12-26","11:55:44"
"146254_1","2017-12-21","10:47:51"
"146254_1","2017-12-21","10:49:27"
"146254_2","2017-12-21","10:47:56"
"146254_2","2017-12-21","10:49:30"
"146255_1","2017-12-21","10:47:59"
"146255_1","2017-12-21","10:49:34"
"146255_2","2017-12-21","10:48:03"
"146255_2","2017-12-21","10:49:37"
"208334_1","2017-12-29","10:16:32"
"208335_1","2017-12-29","10:16:37"
"208339_1","2017-12-29","10:16:41"
"208351_2","2017-12-29","10:16:46"
"208352_1","2017-12-29","10:16:50"
"208357_2","2017-12-29","10:16:54"
"208358_1","2017-12-29","10:17:00"
"208359_1","2017-12-29","10:17:04"
"208367_1","2017-12-29","10:15:58"
"208379_1","2017-12-29","10:16:02"
"208380_1","2017-12-29","10:16:10"
"208380_2","2017-12-29","10:16:17"
"208386_1","2017-12-29","10:16:20"
"208386_2","2017-12-29","10:16:29"
"141231_1","2017-11-22","11:19:17"
"141231_2","2017-11-22","11:19:25"
"141231_3","2017-11-22","11:19:29"
"141231_4","2017-11-22","11:19:32"
"141231_5","2017-11-22","11:19:35"
"141231_6","2017-11-22","11:19:38"
"141700_1","2017-11-22","11:18:16"
"142031_3","2017-11-22","11:18:37"
"5dc5cbda_4ea9_46ef_a4e0_df6de60dc47c","2017-11-22","11:18:34"
"142171_2","2017-11-22","11:18:19"
"142171_3","2017-11-22","11:18:23"
"142175_1","2017-11-22","11:18:26"
"142206_1","2017-11-22","11:18:40"
"142207_4","2017-11-22","11:18:44"
"142213_1","2017-11-22","11:18:47"
"142237_1","2017-11-22","11:18:50"
"142237_2","2017-11-22","11:18:53"
"142264_1","2017-11-22","11:18:57"
"142265_2","2017-11-22","11:19:00"
"142278_2","2017-11-22","11:19:03"
"142296_1","2017-11-22","11:19:06"
"207479_1","2017-11-22","11:19:48"
"f117da6b_f74c_49a2_a7f2_2434c35e395d","2017-11-22","11:19:44"
"207678_2","2017-11-30","10:54:24"
