"brukercode","acquisition_date","acquisition_time"
"611839_2","2017-11-27","12:27:45"
"611859_7","2017-11-27","12:27:55"
"611874_5","2017-11-27","12:26:57"
"611874_6","2017-11-27","12:27:02"
"611875_1","2017-11-27","12:27:11"
"611875_2","2017-11-27","12:27:14"
"611875_3","2017-11-27","12:27:18"
"611875_9","2017-11-27","12:27:05"
"611901_1","2017-11-27","12:27:21"
"40af17da_6a88_4676_bdb1_968c0ead7623","2017-11-16","12:00:12"
"404447_1","2017-12-05","10:56:43"
"404447_2","2017-12-05","10:56:47"
"404449_2","2017-12-05","10:56:50"
"404449_3","2017-12-05","10:56:54"
"404451_1","2017-12-05","10:56:59"
"404451_2","2017-12-05","10:57:02"
"908ab7c4_a81a_4522_9478_a68eaed11238","2017-12-05","10:57:06"
"404451_3","2017-12-05","10:57:09"
"404453_1","2017-12-05","10:57:13"
"404453_2","2017-12-05","10:57:18"
"404454_3","2017-12-05","10:57:21"
"404457_1","2017-12-05","10:57:24"
"404457_2","2017-12-05","10:57:32"
"404457_3","2017-12-05","10:57:35"
"404458_1","2017-12-05","10:57:39"
"404458_2","2017-12-05","10:57:42"
"404458_3","2017-12-05","10:57:45"
"612221_4","2017-12-08","14:11:55"
"612221_5","2017-12-08","14:11:58"
"612221_6","2017-12-08","14:12:04"
"612265_3","2017-12-08","14:12:07"
"612341_2","2017-12-08","14:12:10"
"612352_1","2017-12-08","14:12:13"
"612352_2","2017-12-08","14:12:18"
"612362_1","2017-12-08","14:12:22"
"612362_2","2017-12-08","14:12:25"
"612362_3","2017-12-08","14:12:37"
"612362_4","2017-12-08","14:12:41"
"612365_1","2017-12-08","14:12:44"
"612366_1","2017-12-08","14:12:52"
"612369_1","2017-12-08","14:12:57"
"612370_1","2017-12-08","14:13:00"
"612371_1","2017-12-08","14:13:04"
"612379_1","2017-12-08","14:13:07"
"612380_1","2017-12-08","14:13:11"
"612380_2","2017-12-08","14:13:14"
"612381_1","2017-12-08","14:13:17"
"612382_1","2017-12-08","14:13:21"
"612382_2","2017-12-08","14:13:25"
"612383_1","2017-12-08","14:13:28"
"612383_2","2017-12-08","14:13:32"
"612384_1","2017-12-08","14:13:42"
"612384_2","2017-12-08","14:13:45"
"612384_3","2017-12-08","14:13:49"
"612384_4","2017-12-08","14:13:52"
"612384_5","2017-12-08","14:13:56"
"612388_1","2017-12-08","14:14:02"
"612389_1","2017-12-08","14:14:07"
"612391_1","2017-12-08","14:14:12"
"612392_1","2017-12-08","14:14:15"
"612394_1","2017-12-08","14:14:20"
"612395_1","2017-12-08","14:14:24"
"612395_2","2017-12-08","14:14:28"
"205438_2","2017-08-28","15:20:01"
"b6e29bc5_f498_4441_9d7d_3a468d5af9ba","2017-08-28","15:21:01"
"205438_3","2017-08-28","15:19:14"
"87710d45_bc62_4852_9864_b3752a6c6d75","2017-08-28","15:18:30"
"205439_5","2017-08-28","15:23:29"
"1bcfa784_70f8_417e_ad44_c309e1cb073c","2017-08-28","15:22:39"
"205445_3","2017-08-28","15:21:45"
"205457_1","2017-08-28","15:24:07"
"infected_RBC","2017-08-28","13:33:59"
"0aef37c2_4992_46e7_84fd_0974023c7f11","2017-08-28","13:33:53"
"799d1035_b225_418b_b4d0_658dca7a0b9b","2017-08-28","13:33:56"
"fcdf8377_baf8_44cd_b57f_06b3ee86ba4e","2017-08-28","13:34:02"
"uninfected_RBC","2017-08-28","13:34:06"
"390d9fc7_bccc_4ac8_9f2f_239746c28888","2017-08-28","13:34:10"
"904e3a7b_058c_44b0_9eca_960e50e8f8cb","2017-08-28","13:34:17"
"9df30d0b_4228_4bfe_958b_184423aa9e9e","2017-08-28","13:34:13"
"306070_1","2017-12-28","08:26:17"
"306073_4","2017-12-28","08:26:21"
"306076_1","2017-12-28","08:26:26"
"ae6930de_dc06_470c_bd5a_810bc6854ee6","2017-12-28","08:26:35"
"306080_3","2017-12-28","08:26:41"
"6047bc5d_50d2_4282_8658_86e07ac8f531","2017-12-28","08:26:45"
"Wa_170328A_1","2017-11-29","09:13:20"
"Wa17427A_1","2017-11-29","09:13:23"
"2017_11_16T12_26_07","2017-11-16","12:27:27"
"2017_11_16T12_30_27","2017-11-16","12:30:36"
"2017_11_16T12_26_07","2017-11-16","12:27:30"
"2017_11_16T12_26_07","2017-11-16","12:27:32"
"2017_11_16T12_26_07","2017-11-16","12:27:35"
"2017_11_16T12_26_07","2017-11-16","12:27:38"
"2017_11_16T12_26_07","2017-11-16","12:27:41"
"2017_11_16T12_26_07","2017-11-16","12:27:44"
"2017_11_16T12_26_07","2017-11-16","12:27:47"
"2017_11_16T12_26_07","2017-11-16","12:27:50"
"2017_11_16T12_30_27","2017-11-16","12:30:39"
"2017_11_16T12_30_27","2017-11-16","12:30:41"
"2017_11_16T12_30_27","2017-11-16","12:30:44"
"2017_11_16T12_30_27","2017-11-16","12:30:47"
"2017_11_16T12_30_27","2017-11-16","12:30:50"
"2017_11_16T12_30_27","2017-11-16","12:30:53"
"2017_11_16T12_30_27","2017-11-16","12:30:56"
"2017_11_16T12_30_27","2017-11-16","12:30:59"
"BTS","2017-11-16","12:31:12"
"b6db0573_6910_41e1_82a9_cc8498a94003","2017-11-16","12:31:20"
"611396_1","2017-11-14","12:54:08"
"611457_2","2017-11-14","12:54:11"
"611497_1","2017-11-14","12:54:14"
"611497_2","2017-11-14","12:54:21"
"611521_1","2017-11-14","12:54:24"
"611523_1","2017-11-14","12:54:28"
"94633f79_cb0e_4430_9457_95d9481b6de5","2017-11-14","12:53:52"
"esscol_1","2017-11-14","12:53:55"
"722302_1","2017-12-28","12:53:14"
"722311_1","2017-12-28","12:53:18"
"722311_2","2017-12-28","12:53:22"
"722311_3","2017-12-28","12:53:25"
"722335_1","2017-12-28","12:53:28"
"722359_1","2017-12-28","12:53:32"
"722369_1","2017-12-28","12:53:35"
"722375_1","2017-12-28","12:53:38"
"722375_2","2017-12-28","12:53:41"
"722392_1","2017-12-28","12:53:44"
"722413_1","2017-12-28","12:53:47"
"722426_2","2017-12-28","12:53:51"
"722426_3","2017-12-28","12:53:58"
"0be19623_7cbc_4c11_8f04_2a8f0a6d011f","2017-08-07","11:16:17"
"607823rosa","2017-08-10","10:56:30"
"607823zentrumblau","2017-08-10","10:56:26"
"207885_2","2017-12-08","12:01:18"
"207887_2","2017-12-08","12:01:23"
"207890_1","2017-12-08","12:01:15"
"207900_2","2017-12-08","12:01:27"
"207906_4","2017-12-08","12:01:31"
"207907_2","2017-12-08","12:01:35"
"207914_1","2017-12-08","12:00:33"
"efe9490b_68fa_49af_9d26_c799ebc1e613","2017-12-08","12:00:30"
"207922_1","2017-12-08","12:00:37"
"207923_1","2017-12-08","12:00:40"
"207927_1","2017-12-08","12:00:44"
"207933_1","2017-12-08","12:00:48"
"207933_2","2017-12-08","12:00:52"
"207933_3","2017-12-08","12:00:55"
"207935_1","2017-12-08","12:00:58"
"207935_2","2017-12-08","12:01:03"
"207935_3","2017-12-08","12:01:11"
"505014_1","2017-12-18","10:05:14"
"505016_1","2017-12-18","10:05:18"
"505016_2","2017-12-18","10:05:23"
"505019_1","2017-12-18","10:05:27"
"505019_2","2017-12-18","10:05:30"
"505019_4","2017-12-18","10:05:34"
"4b9b458b_e2e1_4567_9554_04498309dd53","2017-12-20","09:58:59"
"a9fbb8f3_ffd2_4014_8123_634d7273449a","2017-11-21","10:43:29"
"142305_1","2017-11-22","11:06:20"
"142305_2","2017-11-22","11:06:24"
"142320_1","2017-11-22","11:06:28"
"142320_2","2017-11-22","11:06:50"
"142332_1","2017-11-22","11:06:35"
"142332_2","2017-11-22","11:06:47"
"305992_hell_1","2017-12-21","09:06:05"
"305992_1","2017-12-21","09:05:44"
"808752_1","2017-12-21","09:05:48"
"808756_1","2017-12-21","09:05:51"
"808756_2","2017-12-21","09:05:54"
"808756_3","2017-12-21","09:05:58"
"808801_1","2017-12-21","09:06:02"
"ATCC_33291_klein_1","2017-12-21","09:05:39"
"ATCC_33291gross_1","2017-12-21","09:05:36"
"505173_4","2017-12-28","14:35:25"
"305782_1","2017-12-07","10:36:24"
"305794_4","2017-12-07","10:37:00"
"611529_1","2017-11-17","12:15:49"
"611613_2","2017-11-17","12:15:52"
"611613_3","2017-11-17","12:15:55"
"611614_2","2017-11-17","12:16:01"
"611614_3","2017-11-17","12:16:04"
"611636_1","2017-11-17","12:16:08"
"611636_2","2017-11-17","12:16:11"
"611638_1","2017-11-17","12:16:16"
"611648_5","2017-11-17","12:16:19"
"611664_1","2017-11-17","12:16:29"
"611665_1","2017-11-17","12:16:33"
"611666_1","2017-11-17","12:16:37"
"611682_1","2017-11-17","12:16:43"
"719777_1","2017-11-17","12:14:05"
"7f55e953_f154_4864_bf66_7d3a760d80fc","2017-11-17","12:14:08"
"719791_1","2017-11-17","12:14:12"
"719794_2","2017-11-17","12:14:15"
"719813_3","2017-11-17","12:14:19"
"719825_1","2017-11-17","12:14:22"
"719827_1","2017-11-17","12:14:26"
"719844_1","2017-11-17","12:14:29"
"719845_1","2017-11-17","12:14:32"
"719845_2","2017-11-17","12:14:38"
"719851_1","2017-11-17","12:14:43"
"719851_2","2017-11-17","12:14:51"
"719856_1","2017-11-17","12:14:55"
"719859_1","2017-11-17","12:14:58"
"719869_1","2017-11-17","12:15:02"
"a8532026_62b9_486b_81cf_cffb66ca36f9","2017-11-17","12:15:05"
"719879_1","2017-11-17","12:15:08"
"719880_1","2017-11-17","12:15:13"
"719880_2","2017-11-17","12:15:19"
"719884_1","2017-11-17","12:15:26"
"cffff67f_6174_41a3_8d0d_9e7ae79f0328","2017-11-17","12:15:23"
"719889_1","2017-11-17","12:15:29"
"719895_1","2017-11-17","12:15:37"
"719900_1","2017-11-17","12:15:40"
"719913_1","2017-11-17","12:15:44"
"807768_1","2017-11-17","12:16:40"
"128577_1","2017-08-08","11:33:23"
"128577_2","2017-08-08","11:33:28"
"128612_1","2017-08-08","11:33:31"
"128612_2","2017-08-08","11:33:38"
"128614_1","2017-08-08","11:33:42"
"128614_2","2017-08-08","11:33:46"
"128664_1","2017-08-08","11:33:50"
"128664_2","2017-08-08","11:33:53"
"128694_1","2017-08-08","11:33:56"
"128694_2","2017-08-08","11:33:59"
"607812_1","2017-08-08","11:34:03"
"607812_2","2017-08-08","11:34:07"
"2017_11_23T13_40_15","2017-11-23","13:41:42"
"2017_11_23T13_40_15","2017-11-23","13:41:45"
"2017_11_23T13_40_15","2017-11-23","13:41:48"
"2017_11_23T13_40_15","2017-11-23","13:41:51"
"2017_11_23T13_40_15","2017-11-23","13:41:54"
"2017_11_23T13_40_15","2017-11-23","13:41:57"
"2017_11_23T13_40_15","2017-11-23","13:42:00"
"2017_11_23T13_40_15","2017-11-23","13:42:03"
"2017_11_23T13_40_15","2017-11-23","13:42:06"
"205494_8","2017-08-31","09:37:14"
"205509_4","2017-08-31","09:37:18"
"205513_2","2017-08-31","09:37:21"
"205516_2","2017-08-31","09:37:25"
"205518_2","2017-08-31","09:37:29"
"205518_3","2017-08-31","09:37:33"
"205527_4","2017-08-31","09:37:36"
"205530_2","2017-08-31","09:37:39"
"205531_4","2017-08-31","09:37:42"
"205534_2","2017-08-31","09:37:54"
"205534_4","2017-08-31","09:37:50"
"205536_1","2017-08-31","09:37:57"
"205540_1","2017-08-31","09:38:00"
"205548_1","2017-08-31","09:38:03"
"205557_1","2017-08-31","09:38:07"
"205564_1","2017-08-31","09:38:12"
"504945_1","2017-12-22","10:27:33"
"505062_2","2017-12-22","10:27:29"
"505086_1","2017-12-22","10:27:39"
"505087_1","2017-12-22","10:27:44"
"505090_2","2017-12-22","10:27:47"
"505095_5","2017-12-22","10:27:51"
"505095_6","2017-12-22","10:27:54"
"505095_7","2017-12-22","10:27:57"
"505095_8","2017-12-22","10:28:01"
"505096_2","2017-12-22","10:28:04"
"505096_5","2017-12-22","10:28:08"
"505096_6","2017-12-22","10:28:12"
"505098_1","2017-12-22","10:28:20"
"505103_4","2017-12-22","10:28:24"
"505104_2","2017-12-22","10:28:27"
"612939_3","2017-12-22","10:28:30"
"404623_3","2017-12-18","14:58:04"
"612720_4","2017-12-18","14:58:22"
"612767_1","2017-12-18","14:58:15"
"404610_2","2017-12-18","12:18:17"
"404611_1","2017-12-18","12:18:23"
"404611_2","2017-12-18","12:18:27"
"404611_3","2017-12-18","12:18:32"
"404611_4","2017-12-18","12:18:40"
"404612_1","2017-12-18","12:18:51"
"404612_2","2017-12-18","12:18:55"
"404612_3","2017-12-18","12:19:00"
"404623_1","2017-12-18","12:19:05"
"404624_2","2017-12-18","12:19:13"
"404624_3","2017-12-18","12:19:45"
"b980e27d_cd0f_4622_affe_15367caeff0a","2017-12-18","12:19:41"
"404626_1","2017-12-18","12:19:48"
"404626_2","2017-12-18","12:19:52"
"MIS_Nr_3_1","2017-12-11","13:47:01"
"7ba87556_018b_4e17_bf98_6ca174df443b","2017-12-11","13:47:04"
"504585_11_1","2017-11-21","11:50:08"
"504585_12_1","2017-11-21","11:50:11"
"504585_13_1","2017-11-21","11:50:17"
"504585_14_6","2017-11-21","11:50:37"
"504588_6","2017-11-21","11:50:52"
"504616_2","2017-11-21","11:50:56"
"504616_3","2017-11-21","11:50:59"
"504618_2","2017-11-21","11:51:03"
"504620_1","2017-11-21","11:51:11"
"504621_1","2017-11-21","11:51:15"
"504623_2","2017-11-21","11:51:18"
"504627_1","2017-11-21","11:51:26"
"504627_2","2017-11-21","11:51:22"
"504630_1","2017-11-21","11:51:29"
"504632_1","2017-11-21","11:51:33"
"504632_3","2017-11-21","11:51:37"
"404595_3","2017-12-20","10:48:44"
"404629_2","2017-12-20","10:48:47"
"404631_1","2017-12-20","10:48:53"
"404631_2","2017-12-20","10:48:56"
"404632_2","2017-12-20","10:49:00"
"404633_3","2017-12-20","10:49:03"
"404654_3","2017-12-20","10:49:10"
"404654_6","2017-12-20","10:49:13"
"404655_2","2017-12-20","10:49:21"
"404659_2","2017-12-20","10:49:25"
"404659_3","2017-12-20","10:49:28"
"404660_4","2017-12-20","10:49:31"
"404670_1","2017-12-20","10:49:34"
"404674_1","2017-12-20","10:49:38"
"404674_2","2017-12-20","10:49:41"
"404674gross_2","2017-12-20","10:49:45"
"404676_1","2017-12-20","10:49:52"
"404677_1","2017-12-20","10:49:58"
"e0ee4ef2_137d_4c7d_857c_1bdfd4f71a46","2017-12-20","10:49:55"
"404680_1","2017-12-20","10:50:01"
"143596_1","2017-12-04","12:10:39"
"9bb56856_370e_41d4_8ed4_67a3b4e3b58a","2017-12-04","12:11:16"
"143624_1","2017-12-04","12:12:19"
"404558_1","2017-12-15","09:30:03"
"404558_2","2017-12-15","09:30:06"
"404586_1","2017-12-15","09:30:10"
"404587_1","2017-12-15","09:30:13"
"404590_1","2017-12-15","09:30:18"
"404590_2","2017-12-15","09:30:21"
"404590_3","2017-12-15","09:30:25"
"612587_5","2017-12-15","09:29:44"
"612589_1","2017-12-15","09:29:48"
"721382_gross_2","2017-12-15","09:29:52"
"721382_klein_2","2017-12-15","09:30:00"
"ATCC_esccol___AS_1","2017-12-15","09:29:40"
"722129_1","2017-12-24","11:32:13"
"722140_3","2017-12-24","11:32:31"
"722141_1","2017-12-24","11:32:52"
"722151_1","2017-12-24","11:33:13"
"722159_1","2017-12-24","11:33:36"
"404731_1","2017-12-29","12:25:02"
"4cf8dfda_a0ce_4bfe_ab34_f43b2711d4cb","2017-12-29","12:25:05"
"1bac146e_802b_4d96_8777_a56fdc233714","2017-12-22","12:47:28"
"207468_3","2017-11-21","08:34:25"
"207469_1","2017-11-21","08:34:28"
"207470_1","2017-11-21","08:34:31"
"207482_1","2017-11-21","08:34:39"
"207482_3","2017-11-21","08:34:44"
"207483_1","2017-11-21","08:34:49"
"207498_1","2017-11-21","08:34:52"
"207505_1","2017-11-21","08:34:57"
"d4bb9d8e_dbd8_4a2c_8e19_cfb73aed52da","2017-11-30","10:50:13"
"2017_08_03T11_19_21","2017-08-03","11:19:29"
"2017_08_03T11_19_21","2017-08-03","11:19:32"
"2017_08_03T11_19_21","2017-08-03","11:19:34"
"2017_08_03T11_19_21","2017-08-03","11:19:37"
"2017_08_03T11_19_21","2017-08-03","11:19:40"
"2017_08_03T11_19_21","2017-08-03","11:19:43"
"2017_08_03T11_19_21","2017-08-03","11:19:46"
"2017_08_03T11_19_21","2017-08-03","11:19:49"
"2017_08_03T11_19_21","2017-08-03","11:19:52"
"BTS","2017-08-03","11:20:01"
"Sample_1","2017-08-03","11:20:06"
"306020_1","2017-12-24","10:56:07"
"306020_2","2017-12-24","10:56:15"
"306020_3","2017-12-24","10:56:19"
"306029_3","2017-12-24","10:56:23"
"306033_3","2017-12-24","10:56:27"
"306035_3","2017-12-24","10:56:31"
"306041_1","2017-12-24","10:56:35"
"613023_2","2017-12-24","10:56:52"
"613027_2","2017-12-24","10:56:56"
"613037_1","2017-12-24","10:56:46"
"613038_1","2017-12-24","10:56:49"
"613042__6","2017-12-24","10:56:59"
"613049_11_3","2017-12-24","10:57:18"
"613075_4","2017-12-24","10:57:37"
"613079_1","2017-12-24","10:57:33"
"613096_1","2017-12-24","10:57:41"
"613102_1","2017-12-24","10:57:46"
"808900_1","2017-12-24","10:56:38"
"144233_1","2017-12-07","11:00:47"
"144233_2","2017-12-07","11:00:51"
"144264_1","2017-12-07","11:00:56"
"144264_2","2017-12-07","11:00:59"
"505153_4","2017-12-29","11:46:15"
"915f1317_6948_4402_861f_4692b1b556a2","2017-12-29","11:46:00"
"505154_4","2017-12-29","11:46:28"
"d2878934_370f_4ac9_98df_91bc80f929b7","2017-12-29","11:46:25"
"505154_6","2017-12-29","11:46:53"
"505163_1","2017-12-29","11:47:10"
"505164_3","2017-12-29","11:47:13"
"505166_4","2017-12-29","11:47:38"
"505174_1","2017-12-29","11:48:11"
"27d9bc8a_99a3_4e55_92ee_8f4bfab10bf6","2017-12-29","11:47:55"
"505174_2","2017-12-29","11:48:15"
"505174_3","2017-12-29","11:48:18"
"505175_2","2017-12-29","11:48:21"
"505176_1","2017-12-29","11:48:25"
"505176_5","2017-12-29","11:48:28"
"b909f298_0ac7_4bb5_bbd5_bde6c957db97","2017-12-29","11:48:35"
"505177_2","2017-12-29","11:48:40"
"505177_3","2017-12-29","11:48:46"
"7d5e29a6_e275_43a7_a087_36d73c3e35c3","2017-12-29","11:48:43"
"505177_4","2017-12-29","11:48:50"
"505180_1","2017-12-29","11:48:55"
"505180_2","2017-12-29","11:49:03"
"505184_1","2017-12-29","11:49:06"
"505185_2","2017-12-29","11:49:09"
"505185_3","2017-12-29","11:49:13"
"505188_2","2017-12-29","11:49:16"
"505190_1","2017-12-29","11:49:19"
"870be642_17bb_4713_ba4f_724dd1da449c","2017-12-29","11:49:22"
"505191_2","2017-12-29","11:49:28"
"505209_6","2017-12-31","12:45:10"
"505215_3","2017-12-31","12:45:41"
"505216_2","2017-12-31","12:45:45"
"505216_3","2017-12-31","12:45:49"
"505216_4","2017-12-31","12:45:52"
"6d2fd0d4_4a65_45a5_a86b_a16b09b56eac","2017-12-13","11:14:05"
"147119_1","2017-12-28","11:23:55"
"147119_2","2017-12-28","11:23:58"
"147322_1","2017-12-28","11:24:02"
"147322_2","2017-12-28","11:24:05"
"147366_1","2017-12-28","11:24:34"
"147366_2","2017-12-28","11:24:38"
"721388_1","2017-12-13","14:18:55"
"721424_1","2017-12-13","14:19:22"
"071d3d0f_6e6f_4e52_99e0_b5643b557c98","2017-12-21","11:57:13"
"144265_1","2017-12-08","11:36:29"
"504806_3_1","2017-12-08","11:36:36"
"504806_4_1","2017-12-08","11:36:33"
"145035_3","2017-12-19","16:09:10"
"612436_11","2017-12-19","16:10:45"
"d111a729_ab40_4ea1_8017_e5df043acacc","2017-12-19","16:11:51"
"612756_3","2017-12-19","16:09:54"
"bc2167d6_999a_4401_97e3_ca28996f22c2","2017-12-06","11:15:56"
"612304_2","2017-12-12","11:21:49"
"612333_3","2017-12-12","11:22:27"
"836e61fe_baed_4abe_aec5_63a7924d2ab6","2017-12-12","11:22:31"
"612419_6","2017-12-12","11:22:20"
"1f94e730_cc6b_47ef_a672_37778d4771ce","2017-12-12","11:22:24"
"612458_5","2017-12-12","11:21:57"
"e5a7c94a_f151_478d_81f1_7776afcc3405","2017-12-12","11:22:00"
"612458_6","2017-12-12","11:22:04"
"86b9c9f7_242f_42d2_9162_680c7d0b307f","2017-12-12","11:22:07"
"612459_9","2017-12-12","11:22:15"
"44af0f69_f05b_4a1e_a0c7_6864bdaa9035","2017-12-12","11:22:10"
"611635_3","2017-11-20","13:19:43"
"611717beta_5","2017-11-20","13:20:19"
"611717flach_5","2017-11-20","13:20:54"
"c52d1657_357d_41c2_8b1f_53a97c103360","2017-08-03","13:43:01"
"504649_10","2017-11-24","12:20:54"
"504649_6","2017-11-24","12:20:40"
"504649_7","2017-11-24","12:20:43"
"504649_8","2017-11-24","12:20:47"
"504649_9","2017-11-24","12:20:50"
"504654_4","2017-11-24","12:20:57"
"504664_2","2017-11-24","12:21:02"
"504665_2","2017-11-24","12:21:05"
"504666_2","2017-11-24","12:21:08"
"504666_3","2017-11-24","12:21:12"
"504669_2","2017-11-24","12:21:15"
"504669_3","2017-11-24","12:21:19"
"504669_4","2017-11-24","12:21:29"
"504672_2","2017-11-24","12:21:32"
"504676_1","2017-11-24","12:21:35"
"504676_3","2017-11-24","12:21:39"
"504677_1","2017-11-24","12:21:42"
"504682_3","2017-11-24","12:21:45"
"504683_2","2017-11-24","12:21:49"
"504688_2","2017-11-24","12:21:52"
"504689_2","2017-11-24","12:21:55"
"207740_2","2017-12-04","12:52:22"
"207741_1","2017-12-04","12:52:29"
"207747_1","2017-12-04","12:52:46"
"207761_1","2017-12-04","12:52:19"
"207761_2","2017-12-04","12:52:16"
"207764_1","2017-12-04","12:52:25"
"207772_5","2017-12-04","12:52:12"
"207774_1","2017-12-04","12:52:09"
"207775_1","2017-12-04","12:52:01"
"207779_2","2017-12-04","12:51:58"
"207781_1","2017-12-04","12:52:42"
"207784_2","2017-12-04","12:51:52"
"207786_4","2017-12-04","12:51:49"
"207792_2","2017-12-04","12:51:46"
"207796_4","2017-12-04","12:51:42"
"207798_1","2017-12-04","12:52:39"
"207802_2","2017-12-04","12:51:36"
"207802_3","2017-12-04","12:51:39"
"207804_1","2017-12-04","12:52:36"
"207817_1","2017-12-04","12:52:33"
"144843_6","2017-12-12","13:54:01"
"d2b6ba5c_1795_4315_85d9_6c457cb6360c","2017-12-12","13:54:05"
"e0e763da_95c3_496a_acfa_6ab3213634e8","2017-12-22","10:32:12"
"613075_3","2017-12-26","09:26:01"
"613080_10","2017-12-26","09:25:20"
"613116_1","2017-12-26","09:25:23"
"613116_3","2017-12-26","09:25:27"
"613116_5","2017-12-26","09:25:30"
"613117_1","2017-12-26","09:25:39"
"613117_2","2017-12-26","09:25:42"
"613118_1","2017-12-26","09:25:46"
"613128_1","2017-12-26","09:25:53"
"613133_1","2017-12-26","09:25:56"
"82918452_1731_43d2_939c_c572ecd01e63","2017-11-22","10:42:44"
"305783_1","2017-12-08","08:21:12"
"305800_1","2017-12-08","08:21:20"
"f4cb5e43_fce2_49b3_8b6b_eb0760c7959a","2017-12-08","08:21:16"
"305800_2","2017-12-08","08:21:25"
"305804_1","2017-12-08","08:21:29"
"305804_2","2017-12-08","08:21:41"
"305807_1","2017-12-08","08:21:51"
"305809_1","2017-12-08","08:21:56"
"808355_1","2017-12-08","08:22:03"
"808356_1","2017-12-08","08:22:07"
"808368_3","2017-12-08","08:22:12"
"808369_5","2017-12-08","08:22:16"
"808404_1","2017-12-08","08:22:20"
"808405_1","2017-12-08","08:22:27"
"e4d19081_3364_419f_8ec1_04c084da78c7","2017-12-08","08:22:23"
"808406_1","2017-12-08","08:22:31"
"808406_2","2017-12-08","08:22:48"
"808407_1","2017-12-08","08:22:52"
"808408_2","2017-12-08","08:23:01"
"808409_3","2017-12-08","08:23:04"
"808410_4","2017-12-08","08:23:08"
"808412_1","2017-12-08","08:23:13"
"808446_1","2017-12-08","08:23:17"
"808446_2","2017-12-08","08:23:21"
"808446_3","2017-12-08","08:23:24"
"808448_1","2017-12-08","08:23:40"
"808448_2","2017-12-08","08:23:44"
"808448_3","2017-12-08","08:23:48"
"144842_8","2017-12-13","11:43:09"
"b02a278d_e912_41fa_8840_597a073aa5aa","2017-12-13","11:43:12"
"144843_9","2017-12-13","11:43:17"
"144845_8","2017-12-13","11:43:03"
"144845_9","2017-12-13","11:43:06"
"612260_3","2017-12-13","11:43:23"
"dea9733f_e9ae_4cb4_8340_a84f6ba46e1a","2017-12-13","11:43:31"
"612304_2","2017-12-13","11:43:36"
"9d6368ed_ea14_47ca_abfc_6ef0c7789924","2017-12-13","11:43:40"
"612321_3","2017-12-13","11:43:46"
"d73d3d67_4e36_4cc9_8e52_6bfaeb0ebf23","2017-12-13","11:43:43"
"612332_5","2017-12-13","11:44:33"
"612464_1","2017-12-13","11:43:20"
"612474_1","2017-12-13","11:43:51"
"612474_2","2017-12-13","11:43:54"
"612475_1","2017-12-13","11:43:58"
"612475_2","2017-12-13","11:44:01"
"612475_3","2017-12-13","11:44:05"
"612476_8","2017-12-13","11:44:08"
"612476_9","2017-12-13","11:44:11"
"612496_3","2017-12-13","11:44:19"
"612497_3","2017-12-13","11:44:23"
"612497_4","2017-12-13","11:44:26"
"612497_5","2017-12-13","11:44:30"
"612500_2","2017-12-13","11:44:36"
"612501_3","2017-12-13","11:44:39"
"612501_4","2017-12-13","11:44:42"
"721609_1","2017-12-18","10:39:51"
"721733_1","2017-12-18","10:39:54"
"721736_1","2017-12-18","10:40:03"
"721759_1","2017-12-18","10:40:06"
"721761_1","2017-12-18","10:40:11"
"721765_1","2017-12-18","10:40:16"
"721766_1","2017-12-18","10:40:29"
"721766_2","2017-12-18","10:40:33"
"721767_1","2017-12-18","10:40:37"
"721767_2","2017-12-18","10:40:42"
"721768_2","2017-12-18","10:40:47"
"721778_1","2017-12-18","10:40:50"
"721793_1","2017-12-18","10:40:53"
"720128_1","2017-11-23","10:37:40"
"720213_1","2017-11-23","10:38:41"
"539357a4_5783_46e4_8c4d_9e3634639a3f","2017-08-03","11:39:31"
"26ff66de_a398_4954_91d8_b6cf9e4e8295","2017-12-12","10:16:35"
"404673_2","2017-12-22","11:28:41"
"404673weisslich_2","2017-12-22","11:28:47"
"404681_4","2017-12-22","11:28:50"
"404685intern_1","2017-12-22","11:28:09"
"404696_4","2017-12-22","11:28:53"
"404700_1","2017-12-22","11:28:57"
"404700_2","2017-12-22","11:29:01"
"404701_2","2017-12-22","11:29:05"
"404701gross_2","2017-12-22","11:29:08"
"404705_3","2017-12-22","11:29:21"
"404705leichthaem_3","2017-12-22","11:29:11"
"404706_3","2017-12-22","11:29:25"
"612972_1","2017-12-22","11:29:28"
"612978_1","2017-12-22","11:29:31"
"612979_1","2017-12-22","11:29:34"
"612980_1","2017-12-22","11:29:38"
"612997_1","2017-12-22","11:29:41"
"612997_2","2017-12-22","11:29:44"
"612998_1","2017-12-22","11:29:47"
"613001_1","2017-12-22","11:29:53"
"613001_2","2017-12-22","11:29:56"
"613008_1","2017-12-22","11:29:59"
"s504933grau_1","2017-12-22","11:28:13"
"s504933weiss_1","2017-12-22","11:28:18"
"719777_1","2017-11-17","12:35:34"
"719838_2","2017-11-17","12:35:28"
"719845_2","2017-11-17","12:35:38"
"141551_1","2017-11-17","11:44:47"
"141565_3","2017-11-17","11:44:56"
"6b0195f8_34c1_422f_a5c2_6bff9b88599f","2017-11-17","11:44:50"
"141611_8","2017-11-17","11:44:26"
"04dc4a53_6134_456a_b2f7_42c695d9d869","2017-11-17","11:44:30"
"141614_1","2017-11-17","11:44:33"
"db0743d7_ca32_4c45_aca8_0628572971d0","2017-11-17","11:44:37"
