"brukercode","acquisition_date","acquisition_time"
"aab1098b_cf0f_467c_9253_c8dc7cda82ae","2015-12-07","12:25:19"
"c6666918_9eea_4fb1_a960_ba7643675e79","2015-12-07","12:24:32"
"0f391399_967c_4c94_919d_b56cd4b2e018","2015-12-14","14:47:50"
"488af6fc_fe03_40a2_b500_e9c7d9eeadd2","2015-12-14","14:44:07"
"5073b972_4c75_48c4_83bd_ff36b8bd3253","2015-12-14","14:46:34"
"609de3ac_a5c3_469c_9652_d52afd84c8cd","2015-12-14","14:45:25"
"64bb7b06_c297_43c4_a1b1_44d44362d2eb","2015-12-14","14:46:42"
"6616a54e_0276_4542_bfe1_c6feb591e7f4","2015-12-14","14:45:52"
"6e98e979_7b56_4ce2_b611_8ff27c4fef7a","2015-12-14","14:44:41"
"8c410d7a_586f_416d_964a_fbb80a8059d8","2015-12-14","14:43:53"
"ab703086_67ca_47ad_b835_f631de962a37","2015-12-14","14:44:27"
"c318d205_038a_4bc1_9dec_caf2f9607f81","2015-12-14","14:47:02"
"d7c98f7c_1e38_4f8e_9db5_5e608eb9d5bf","2015-12-14","14:47:14"
"da8e34ad_0191_4073_830e_c632b7b151e7","2015-12-14","14:47:36"
"de6931c6_75a0_4df4_b02b_50d0ea6ae5bb","2015-12-14","14:45:38"
"e2820016_ace5_46d2_9803_5addc6b91d03","2015-12-14","14:45:03"
"011fcbf7_7b7f_40a8_a569_9e30bd41e59d","2015-12-06","10:12:54"
"1ea7cc80_304b_4fdd_b554_1549ee73f6ef","2015-12-06","10:12:36"
"219050ea_dc41_4217_aec1_4c4416ccc9a2","2015-12-06","10:13:26"
"4a19376c_b2c4_4a40_b33e_f733d37fd0aa","2015-12-06","10:12:59"
"52b7e329_6b27_46da_9c2c_690889f442e0","2015-12-06","10:12:20"
"5894a561_f628_4911_9428_548cb4dde4c6","2015-12-06","10:11:46"
"63a8e9ea_228c_4125_b47c_12d20110bf36","2015-12-06","10:12:44"
"6f745e8e_23cb_4d62_8203_78c358f4c513","2015-12-06","10:13:39"
"7cd3bac4_ffc9_40b3_bfe9_4af6db54339d","2015-12-06","10:11:14"
"83e71e0f_289d_4d74_9dfc_24979b39ace9","2015-12-06","10:11:54"
"8718eafc_1d54_4be6_b76a_b8065657019e","2015-12-06","10:14:03"
"96c2272d_cee9_46dd_864d_216611773631","2015-12-06","10:12:27"
"b62ffbe1_6dbf_48df_a0cc_231a4a4085ec","2015-12-06","10:13:15"
"b9b07f1a_c8dc_4cbf_91af_2cb7a0b1ae05","2015-12-06","10:14:12"
"ba2680c1_d751_4f82_a699_ac9e06a2d150","2015-12-06","10:13:45"
"cc6ed366_c1a4_40d8_b703_2c11a6d8dcb3","2015-12-06","10:11:23"
"d9164b25_acb5_4c7a_bd66_a86329eb23e6","2015-12-06","10:13:52"
"f3950f09_9dbe_410d_a91c_717b4a7bc78f","2015-12-06","10:13:34"
"fc2b0c40_c0c8_4dbc_9008_b921c612ef8e","2015-12-06","10:11:37"
"9612fbe0_5af2_494d_9a64_945d40fc35eb","2015-12-02","11:14:06"
"a4665d62_b1b2_4d4f_8135_e17241b2be99","2015-12-02","11:14:53"
"b77da952_cad1_4e0c_83ec_5c21d7ffa118","2015-12-02","11:15:30"
"67aa86cb_b781_4699_9b7b_0640293a6b3f","2015-12-18","09:08:23"
"f9af3d52_0163_43e6_97ab_71b3c4c7cb2d","2015-12-18","09:05:31"
"120f4924_846e_4b39_9c09_3bc6bb23870f","2015-12-31","09:12:33"
"19e6359f_b6e8_4bf5_8a47_6600b0158e32","2015-12-31","09:11:28"
"33172020_349a_4dca_b21a_ca54d1c36842","2015-12-31","09:11:14"
"3aa45f26_b60b_4e80_9b3c_38765ffd93c6","2015-12-31","09:12:06"
"58e1c665_9bb3_4b73_a715_42f09cfab546","2015-12-31","09:12:44"
"60776f5c_50f2_4383_9249_27989ac3a120","2015-12-31","09:13:13"
"6fb2b9e4_d6f4_4d33_97e3_0120aaecdc25","2015-12-31","09:13:32"
"8168d8e8_7b43_450e_a186_9733c1652213","2015-12-31","09:10:36"
"824a7995_7fc5_4945_bb84_9be1808ea8ad","2015-12-31","09:13:01"
"939a0c77_c179_40a0_b445_260d14c70f22","2015-12-31","09:10:16"
"9a37312e_e98d_46ed_8d6b_369092003d1e","2015-12-31","09:12:21"
"9da06ee5_d2a1_480e_a6f5_dabb587ee13e","2015-12-31","09:13:37"
"ab5ab76a_d6ca_46c5_9640_2660dab40349","2015-12-31","09:13:23"
"ac69953f_6ecc_4a0d_b8b2_e721a14fbced","2015-12-31","09:10:27"
"b80c1121_4a7c_4a99_96cf_c35e636b4fad","2015-12-31","09:11:46"
"c319059d_9d80_488d_af5f_83170be716d1","2015-12-31","09:12:51"
"c3cd180f_4cd8_4c82_ae10_db05b4166831","2015-12-31","09:11:33"
"c5b659e1_cca9_401e_a0ad_c7401c9b89ca","2015-12-31","09:11:53"
"c88095a1_15eb_4579_b701_566f76e5e774","2015-12-31","09:10:07"
"ced74965_015c_43be_b5dd_9d0b5fcb1652","2015-12-31","09:11:43"
"eb7fa1fa_2733_4d6f_ae9e_cdb2435abc1f","2015-12-31","09:11:08"
"f3e6731c_50e4_4ca0_afc1_3fb07c4060cb","2015-12-31","09:12:15"
"fc977497_49ba_4b50_b94a_c27d80fd0185","2015-12-31","09:10:52"
"2137a3c4_e685_4385_ae85_1bfcf473d762","2015-11-27","11:06:03"
"a7de8ffb_b27c_4c32_819e_b38a6d445129","2015-11-27","11:06:10"
"acb21029_2295_4e06_a2bf_3357228cbd8f","2015-11-27","11:05:53"
"08014838_3d9c_4337_a761_fd03c76e33f8","2015-11-20","12:56:28"
"5b6fa267_7207_4504_ba18_0d6a616e6802","2015-11-20","12:56:58"
"aab80993_d9d5_418f_83a9_054129ef1490","2015-11-20","12:57:09"
"2d3c7412_ed0d_46a0_b2db_2b37d3df5b97","2015-12-31","11:03:09"
"654b732d_0678_43e9_8489_edb836f8beb8","2015-12-31","11:04:26"
"7897713f_bb13_4314_8cbe_5abda0a61768","2015-12-31","11:03:50"
"f5ad7adc_ad12_4569_9405_330211eba895","2015-12-31","11:03:11"
"17c632e9_b3e3_45e5_9fc3_ff8887627acb","2015-12-23","11:39:26"
"41201029_6da6_45f4_8063_3ecf6172f04e","2015-12-23","11:39:22"
"41e2553f_0755_4e94_bfe9_8938f82f7dd4","2015-12-23","11:37:56"
"484efd08_2de3_45f0_9430_d88e6c53c32b","2015-12-23","11:38:00"
"636b7894_ef6f_4915_a246_d5349c70b2f4","2015-12-23","11:38:45"
"6f90be33_6a78_4830_9110_c9b2788a1151","2015-12-23","11:38:54"
"9cc82341_8ff2_474f_bae5_deabd27c682c","2015-12-23","11:38:39"
"b41b0f4c_618d_4598_b740_136d0c0e7231","2015-12-23","11:39:07"
"c1933455_5e18_4211_931d_8e89a391732e","2015-12-23","11:37:49"
"e20fe266_d674_493c_a366_ec83d7bfcfe8","2015-12-23","11:38:28"
"eac33ba3_3655_48e5_8920_c1fef201df21","2015-12-23","11:38:23"
"ee38703c_83a0_48ea_88c6_a12f183b858a","2015-12-23","11:38:33"
"304dc126_c896_4d6e_b1b2_6068c3acdf0b","2015-12-11","09:15:23"
"3c7a0efe_3729_402a_8977_36a0bf3ca0f4","2015-12-11","09:15:07"
"7c684754_30d8_4e10_8450_0cbdcca109df","2015-12-11","09:15:31"
"e94cfad3_9547_4da5_adde_288ae2f8181a","2015-12-11","09:15:16"
"5a8a7325_26b9_4e45_bc7a_ed25c95e6180","2015-12-18","10:20:02"
"6fc4c075_d116_4d62_affc_59e584aa68d1","2015-12-18","10:19:34"
"94aeafed_53bd_4bc2_acdf_91e65d90c2e3","2015-12-18","10:19:46"
"dd6b160e_acc5_437e_afb7_9963b421717b","2015-12-18","10:19:58"
"17a293d3_44da_4e33_a38f_b15610ccbfa3","2015-12-27","11:03:38"
"1cb8fd3f_3560_4c2d_a850_49907440ddee","2015-12-27","11:02:33"
"242e5d03_8a8f_484e_81f1_f1322347c8aa","2015-12-27","11:03:13"
"2f1e93fa_7941_4fbf_a7a2_078925714090","2015-12-27","11:03:57"
"3e031a0b_c0a8_4570_9ff0_1aa46c323272","2015-12-27","11:04:46"
"3f4cff58_7a87_4d39_9bca_9028874d7693","2015-12-27","11:03:42"
"5083ffd3_9ee9_47ad_83ef_6ea5449a4c1b","2015-12-27","11:03:45"
"58983cb4_bd1c_4f3f_9eda_3a393a90f9ee","2015-12-27","11:04:04"
"771e1347_d869_40d8_8cda_ffe1f9262b85","2015-12-27","11:04:08"
"7de40d3e_c037_4972_85d1_14f32629dc31","2015-12-27","11:04:55"
"9a047e4a_d55c_4ab1_9bf0_d512fc44538f","2015-12-27","11:04:22"
"c9651e37_7644_45f6_898e_c01b7b5a237c","2015-12-27","11:05:06"
"d5782db6_6dfa_4864_bb69_1c97942c33ab","2015-12-27","11:02:47"
"dec095a4_d9e2_4290_8fa4_7fbd1cdf014d","2015-12-27","11:04:29"
"ed837f10_bed6_4acd_b9f4_36c65fb42b23","2015-12-27","11:03:00"
"11ed5cb4_ba89_4602_9e39_c98698e1f98f","2015-12-10","11:22:50"
"2dfc24f8_a717_497b_a317_165977d11e23","2015-12-10","11:22:43"
"38181687_0bd3_48b0_a752_32f42f230b5b","2015-12-10","11:21:42"
"46d8c4a9_797c_484f_b8e1_b9cb12f43446","2015-12-10","11:21:38"
"539af834_bd18_4cbf_9e23_eab529cb6646","2015-12-10","11:22:17"
"5546973c_f783_4bb9_85e4_7ffb20310af3","2015-12-10","11:23:05"
"5e229299_63d5_496a_8a14_e7f6191287e5","2015-12-10","11:22:08"
"6188d980_4976_471f_93de_b9be75771d79","2015-12-10","11:21:16"
"66105c6d_5b37_40f1_93b9_7224c6843658","2015-12-10","11:23:11"
"71ed7838_fc3d_411d_b72c_af3e22781ca7","2015-12-10","11:21:20"
"73cf1009_c392_4953_9ef2_223e0f9c1317","2015-12-10","11:21:05"
"74d7830a_9504_4eb3_8e95_0acb6551984e","2015-12-10","11:20:59"
"79c35d6e_5e45_4afe_813b_01d81be000d6","2015-12-10","11:23:23"
"8ee7f67d_6dcc_42d4_8d24_7c6f869d29fa","2015-12-10","11:20:37"
"9395ade1_b95a_4744_ae6f_68c1c4872edd","2015-12-10","11:20:53"
"a204b9e8_e3c3_494f_bee7_cce4c0723859","2015-12-10","11:22:33"
"a3297033_ce04_4fac_a86a_e56b2c58b002","2015-12-10","11:21:50"
"adf65345_f996_4f24_8b2e_8a8fe4cfb80d","2015-12-10","11:22:57"
"bffc448d_f07a_4973_8b0f_278e3e4974b0","2015-12-10","11:20:48"
"c7b693c2_8292_47a6_9445_314741afe1f4","2015-12-10","11:22:23"
"c874001a_4025_43a3_82f4_6f7835736575","2015-12-10","11:22:27"
"d32403a2_c413_4efe_bbb9_e5f2fa3b48a2","2015-12-10","11:22:37"
"e0befcf2_45b7_4c57_8cde_c4bc93e28675","2015-12-10","11:20:43"
"e55032fb_3168_4d8c_b9b1_4234c94c7ca5","2015-12-10","11:22:12"
"6caf6199_0a9e_4aa1_9cf4_5d9c1f032062","2015-12-30","11:17:57"
"c44220f2_3802_44c4_abf1_d40d0eb8f912","2015-12-30","11:17:52"
"efebd6c5_8919_4555_a8f6_449e3c4bda8f","2015-12-30","11:18:02"
"fb5e910a_a114_4ca2_9f59_f36f1d06fa64","2015-12-30","11:17:42"
"5c57667d_3ea3_4b99_8487_69ca4e8f9ea9","2015-11-26","13:10:53"
"bb5e183b_bd37_4991_a564_4fb2b8380831","2015-11-26","13:11:15"
"cac30501_0bed_42ca_b0d1_690cd49a3b4a","2015-11-26","13:11:03"
"e39411f5_ff74_4bd7_a50a_bd8720b9d07f","2015-11-26","13:10:19"
"eff8794c_58cc_4d88_af85_7852037938d4","2015-11-26","13:10:28"
"f3a5933d_724f_4d50_9c22_855618834706","2015-11-26","13:10:40"
"05e0c5dc_9cda_4f71_b063_70cc1e6a39cd","2015-11-19","12:23:51"
"1465ab9a_590b_4c14_9664_7ac3fdb79e4c","2015-11-19","12:23:05"
"4b01952c_b327_4688_9e8f_bf1d56ce8c9c","2015-11-19","12:23:28"
"62bc27ee_3b0e_40c3_9107_010e7e8d9600","2015-11-19","12:22:55"
"6d4551ff_5c40_4bc7_b315_69be99fee8c4","2015-11-19","12:23:34"
"a510353c_b587_444f_ad9c_f29b1398e8fc","2015-11-19","12:23:55"
"d8c5bea8_d962_465f_9c41_49df794cfa0a","2015-11-19","12:22:49"
"f57dfc35_9d0f_480e_8da9_bf02d303781f","2015-11-19","12:23:42"
"f66f3e38_a5dc_4723_ad8a_6c9dfe589382","2015-11-19","12:23:15"
"f941bc5c_b4fc_4dad_9133_0661e41d6e6f","2015-11-19","12:22:41"
"0e88d538_e4ad_43f4_9d86_c4118f9fa6cf","2015-11-30","10:52:42"
"140f91fd_1e62_444b_911d_8d1eab535dcc","2015-11-30","10:51:44"
"14be9db6_37cc_42ad_92a9_7cff8da3a875","2015-11-30","10:54:03"
"3e23ed85_65f9_4a69_90c9_d2ff9b89690f","2015-11-30","10:52:59"
"701d2461_16ca_40f9_895a_36344bf8cbb4","2015-11-30","10:53:59"
"9a2320dd_bc63_4a9d_949d_a257bdbc74cb","2015-11-30","10:53:25"
"afa6271b_c9f3_4c1a_b1c9_f410b1951152","2015-11-30","10:54:10"
"bab5dd31_2e24_4e8a_b953_4fc201398a62","2015-11-30","10:51:34"
"bd66e812_b5c2_4399_b038_86d4dbe7c97a","2015-11-30","10:53:53"
"c8dda013_ca37_44d9_84d3_06fc3261daa0","2015-11-30","10:51:08"
"ce8c7f9a_f951_4eae_950a_5694132b8709","2015-11-30","10:52:21"
"daa5be4d_0096_40ed_af8e_e87d60c1f178","2015-11-30","10:54:16"
"df1d5bd2_489c_4810_9e10_cf6bf9e75821","2015-11-30","10:51:22"
"f839f199_4206_49f9_852e_67b00d9b72c2","2015-11-30","10:51:58"
"519200a3_2b6f_4a4b_a301_e32b86332128","2015-12-22","08:24:30"
"5e5bce54_e3a2_4e30_87cd_6be01564c2d5","2015-12-22","08:24:35"
"1e34ee31_36fd_4b92_b81d_03f35174d784","2015-11-27","09:33:15"
"20211374_1b75_461a_b6bb_04b5ff5c41f2","2015-11-27","09:35:16"
"239f43e1_1b9e_4207_9705_662007eeeb97","2015-11-27","09:30:57"
"2a5c70bd_90dc_4cf3_bbd5_f31a7fbe4dee","2015-11-27","09:35:47"
"3953a4e4_72b2_459f_b377_567880a0daf6","2015-11-27","09:36:02"
"46ea1beb_d56e_4140_8f2d_1f04c9a521c5","2015-11-27","09:33:57"
"49976440_4242_4bb3_aa33_e16baeb5bc38","2015-11-27","09:33:33"
"4e0cdb21_42d9_4e68_91ae_473adb4ced3b","2015-11-27","09:30:38"
"54723ddc_399a_4520_b926_6965d9d7e730","2015-11-27","09:35:35"
"69a362fc_3016_47f2_92fd_6b3a187d7b0c","2015-11-27","09:32:03"
"6d744423_8690_412b_8a72_952fced39db4","2015-11-27","09:31:38"
"6e18a225_3b9b_43c7_b2b1_c108f3dea3e5","2015-11-27","09:32:19"
"700d8205_1b82_482d_ab2f_0e414740c642","2015-11-27","09:31:13"
"759427ab_bf84_480e_8970_1e8a54250303","2015-11-27","09:34:58"
"7f91aa9e_24e4_4666_a5a6_b10f529da3a6","2015-11-27","09:32:32"
"873b72b1_cabb_4ff1_bd90_e04c34b14178","2015-11-27","09:30:29"
"8cb0cc19_a133_4041_b804_7fcd46b54a95","2015-11-27","09:31:07"
"9254489f_85a6_4f51_a7b2_5b196f2905f0","2015-11-27","09:34:10"
"aa3417a6_9845_4b70_883f_bfa10e3bf6cd","2015-11-27","09:35:30"
"c7969516_ecd1_4797_8294_b27fbac69a55","2015-11-27","09:31:21"
"d576d39b_5171_45c0_a622_3665ba4be752","2015-11-27","09:33:44"
"dc9f31ae_71df_4063_b603_1689fdeb1f49","2015-11-27","09:31:17"
"e2e01fd5_72d0_4b2a_82b8_c656358ca76f","2015-11-27","09:33:40"
"e923fb42_1183_4366_b7b8_c044fa600eac","2015-11-27","09:33:28"
"eada8110_e12b_4af2_a6e1_4e23ec7e733b","2015-11-27","09:33:07"
"ec4be27e_1bc3_4ed5_8cc7_36e01e844ea3","2015-11-27","09:32:57"
"ef6b313a_bd95_459d_8d75_30cbf14427cc","2015-11-27","09:33:50"
"f24b71a6_39e1_4243_b101_9ec944ac416f","2015-11-27","09:31:30"
"f2b46f8b_a71b_4312_9efd_0304da559689","2015-11-27","09:32:44"
"f501f635_c20d_45b6_85e6_3d954f9572a9","2015-11-27","09:31:55"
"f6b42fbd_39a9_42c3_9f1b_994978551c4c","2015-11-27","09:35:20"
"f6efdaa4_7818_4632_ae23_8815cd94f1da","2015-11-27","09:30:48"
"fb266e93_3e59_46cd_b2a5_1d5c016c1026","2015-11-27","09:34:26"
"ffde00d5_7810_492c_91a1_5ff5c46edcd1","2015-11-27","09:35:06"
"0fbfe069_8466_4051_8bc0_23aec0d67c7e","2015-12-08","14:52:31"
"43dc2b3a_070a_4e06_93a6_ba35a9351d5f","2015-12-08","14:52:27"
"56ce08d4_e651_4263_a3fa_28ee2efe0229","2015-12-08","14:52:43"
"77165bc4_a202_4135_98f4_6b228ebf02b8","2015-12-08","14:53:17"
"a07f4bc0_35e4_4389_945c_b76471f5fc90","2015-12-08","14:52:38"
"b7b26227_5f48_4285_8db4_1366b25a158c","2015-12-08","14:53:39"
"cf0d428e_06da_401b_b81a_d96fb3356e45","2015-12-08","14:52:55"
"d17e7730_5a2c_47e3_a222_ddc349cda82c","2015-12-08","14:53:12"
"f56a0a6f_b99d_42c1_92fb_b07ad6fee0f3","2015-12-08","14:53:30"
"f629b43d_e7a0_49c7_89f2_eec08a7bb9bf","2015-12-08","14:53:34"
"f79ad012_eb1e_49ce_8458_082ccbd4f372","2015-12-08","14:52:23"
"fcf8f0c7_61b4_4e9c_b175_5b316e77c862","2015-12-08","14:53:05"
"5de87030_9201_4349_9d73_0205faca9f31","2015-12-14","16:01:26"
"e0fa4b4f_e495_4a3e_ae82_5f04e6849437","2015-12-14","15:59:18"
"3a07cb42_ab42_4431_85da_010ef113c359","2015-12-01","12:36:24"
"88569880_994f_434d_9fb8_7ae712557a4b","2015-12-01","12:36:19"
"74c2167d_f401_4959_8c6c_e4bf5cade84f","2015-12-04","13:10:29"
"19af2799_53eb_46cd_89b2_59cbee7f9345","2015-11-20","08:22:17"
"90e3aa85_d3f7_4a92_9224_67c46b10ed3e","2015-11-20","08:22:31"
"958f09e9_dc39_413a_8ef3_950789d9db16","2015-11-20","08:22:25"
"2015_11_20T08_16_10","2015-11-20","08:19:04"
"2015_11_20T08_16_10","2015-11-20","08:19:27"
"2015_11_20T08_16_10","2015-11-20","08:19:50"
"2015_11_20T08_16_10","2015-11-20","08:20:13"
"2015_11_20T08_16_10","2015-11-20","08:20:36"
"2015_11_20T08_16_10","2015-11-20","08:20:57"
"2015_11_20T08_16_10","2015-11-20","08:21:18"
"2015_11_20T08_16_10","2015-11-20","08:21:41"
"2015_11_20T08_16_10","2015-11-20","08:22:00"
"3755ec08_5951_46f9_b8eb_bcdccc2fd8ba","2015-12-10","10:07:05"
"5f8b1303_768d_4f69_a2bc_261a1516bc5d","2015-12-10","10:07:17"
"654585c4_f20f_4183_bf27_ec54847441c0","2015-12-10","10:06:42"
"926aea1e_27c2_410c_8f2a_ff00f2e9e585","2015-12-10","10:07:21"
"b0f5225b_be71_4984_b811_060e456ed3fe","2015-12-10","10:06:54"
"c110440a_17b1_4c35_964a_0870217ebe40","2015-12-10","10:06:58"
"e9adf43d_679b_497c_9849_1fa214838dd3","2015-12-10","10:06:48"
"a6d2d74e_552a_4f6e_b599_c6701e4e9d4f","2015-12-30","13:56:52"
"57ada4bb_45e1_48a3_b47f_b9551a95add2","2015-12-03","12:21:48"
"18693c21_d236_4055_9d46_7e498174ebdb","2015-12-09","10:46:17"
"1c3b93ed_e454_4a68_8109_f2c1481be41e","2015-12-09","10:47:09"
"69725a18_15cc_4850_b08c_237e371ed0cd","2015-12-09","10:46:26"
"7847182c_d4b2_41ae_bedd_c5a399ac0d77","2015-12-09","10:46:58"
"9105b419_3df9_4e18_8d77_5537372fdcc4","2015-12-09","10:46:48"
"92fb3df8_98bb_4cc8_ac3c_e99a6a1d1778","2015-12-09","10:46:35"
"adcee240_3b94_428a_801f_2797a6964299","2015-12-09","10:46:41"
"b51502dc_2e15_40ab_9734_9dde75b8d7bb","2015-12-09","10:45:51"
"bc8908fb_f4fe_4ca1_b914_7089d2738b0d","2015-12-09","10:46:08"
"bfcb97e2_0bea_419e_93c9_8c426cae9db1","2015-12-09","10:45:47"
"cf02c8a3_dd6d_41eb_87d4_3e7160c729ec","2015-12-09","10:46:01"
"cf26f520_9f19_4d68_9137_d4ac4ebb1615","2015-12-09","10:47:25"
"eb28bad4_6cad_451e_9987_fdf11273d8b8","2015-12-09","10:47:15"
"5abc758b_d05f_4f25_93f0_0613378ae8f5","2015-12-22","10:21:42"
"690a67ee_9791_41dc_afdd_ed42cd30960c","2015-12-22","10:21:06"
"d303043e_42e3_46d2_a479_832f25187ed3","2015-12-22","10:19:46"
"d8ee518f_011b_4b52_9a85_12aad82fd8f4","2015-12-22","10:20:35"
"36abe6e4_3b72_4322_81d8_9b1f483f591e","2015-12-26","11:46:53"
"3c4b58ec_d54c_4928_857c_351e00c4de79","2015-12-26","11:47:13"
"3d2587a9_ac00_4ed2_a037_350933582538","2015-12-26","11:47:03"
"76cf6a9c_82b3_4b3e_813b_885056e8e223","2015-12-26","11:47:33"
"bde7a084_7647_4287_a278_ef99031e98a9","2015-12-26","11:47:17"
"f510eb95_92ac_4cd8_992d_916875ff032d","2015-12-26","11:46:40"
"087d70b8_89dd_42d6_8040_9157d445b8dc","2015-12-01","10:01:07"
"1a49989d_b439_48d3_938b_f8c184d1881b","2015-12-01","10:02:16"
"1a9c93f6_2fee_49d9_b668_7d80e5177fa7","2015-12-01","10:02:33"
"1b42c3ac_bea5_48fe_bd95_2de208bf1064","2015-12-01","10:04:04"
"39284d0a_0202_45b1_8966_483a7c368ad9","2015-12-01","10:03:12"
"453ed702_57a3_4f01_98a6_eb287b4cea08","2015-12-01","10:03:28"
"5a054020_a32d_4830_8848_193abd57f71e","2015-12-01","10:02:38"
"5a7fb3ad_012b_49ad_bc70_a146c6d5cdaf","2015-12-01","10:02:24"
"6011fef8_1a07_456e_b7a9_cb552f6581cd","2015-12-01","10:01:53"
"6152aea6_0e65_4a3b_8bae_6eb2f931f8bd","2015-12-01","10:05:22"
"6ca7058f_5dac_47cd_8a49_f3086e6ee50d","2015-12-01","10:03:46"
"7a45f404_e303_45e2_b365_a156d51cc6ec","2015-12-01","10:04:32"
"7de6a199_32b7_4a2f_8c48_71534fd27fa1","2015-12-01","10:03:56"
"92817cbd_d435_407a_ba3e_c21101cebdfb","2015-12-01","10:01:22"
"96b1cce0_e99b_4d24_997c_b66f54e7605e","2015-12-01","10:02:01"
"995fb303_8d38_440a_a933_fdebab3c86be","2015-12-01","10:03:20"
"a52b327d_984a_42c5_9350_823d0870bda1","2015-12-01","10:04:47"
"a5307374_6340_4a82_ac1f_0b5e16df76e3","2015-12-01","10:02:47"
"a6efdd95_d130_4308_938a_e089b8d69d38","2015-12-01","10:04:16"
"ae7ab266_202d_4f9b_a63f_dbfd9fafd0dc","2015-12-01","10:02:11"
"aff32062_2216_4545_be19_d01ebf0f51cc","2015-12-01","10:05:14"
"c137148c_a02c_4875_a74b_17b552288537","2015-12-01","10:01:18"
"c265ced3_b638_4440_8b1b_92d985e95694","2015-12-01","10:01:30"
"c53dadd9_4aa8_4f76_8652_f3559e8565fd","2015-12-01","10:03:42"
"cb38934a_a595_447f_b625_77d55c6e4e95","2015-12-01","10:01:44"
"d0c302ea_bc79_4fda_a121_749095c32087","2015-12-01","10:03:32"
"dce75417_4714_4675_a8ee_eb50d84519f0","2015-12-01","10:04:12"
"ef5b7ccc_9227_44a6_96c0_fe7c8cd804ab","2015-12-01","10:05:36"
"f4577525_9f03_43b1_ba32_d5a951c02d9a","2015-12-01","10:02:59"
"f7b1fd46_66a7_4a13_92b3_b12508293e9d","2015-12-01","10:05:02"
"f8010df6_3d2a_4c11_9407_a65577376c28","2015-12-01","10:05:48"
"035e7327_9239_450e_8c72_c4157e2d7a61","2015-12-10","11:45:10"
"0ba6703a_ca91_48ca_a31c_d6ea15c51cf9","2015-12-10","11:43:26"
"1d2fa0ae_a08d_4d06_8e96_d2646302160f","2015-12-10","11:44:23"
"44739639_732d_49cf_9604_0e47e8101ecc","2015-12-10","11:43:18"
"4847118c_88d4_4ff2_a542_96456bc92333","2015-12-10","11:44:48"
"5d248853_f4de_4512_9d2a_4a096418935c","2015-12-10","11:44:55"
"6966faf2_86bf_4a86_81c1_9fe9910dcfd9","2015-12-10","11:43:42"
"70aca6a0_3e7c_4749_9167_0e4ddee0a28c","2015-12-10","11:44:32"
"7c2c1570_33d8_4828_a914_842d477bd253","2015-12-10","11:44:12"
"b3cb63c8_6753_49a9_b8ad_352058491516","2015-12-10","11:44:40"
"b4397400_7392_45aa_a6dc_bd04bba7a945","2015-12-10","11:45:02"
"beec0124_b90a_4ebe_ba18_e6ff44cf5a57","2015-12-10","11:43:34"
"fde3ee5e_7a7c_432d_89a6_8faf88ac1d61","2015-12-10","11:43:22"
"1dc3b485_7563_4445_82b0_682a20de5968","2015-12-21","09:05:37"
"283d6541_0566_4f9e_b4cc_e9c822bef293","2015-12-21","09:04:40"
"4acb06b7_df85_4c52_b85e_7e65701d1894","2015-12-21","09:05:16"
"54b768a3_3f50_42b8_a18f_2649a56caa19","2015-12-21","09:05:08"
"93c527b8_7d6a_4028_ae35_b822d2852d19","2015-12-21","09:04:51"
"aeaf9c90_144c_4410_b0a4_dedd3366dfdd","2015-12-21","09:05:27"
"053b05fa_6d30_4602_8517_aa48a9037563","2015-12-24","11:20:25"
"d7f90d07_54eb_4c77_ba42_0db208114e6c","2015-12-24","11:19:25"
"aed5c652_92ec_4251_89cc_c93238304806","2015-11-19","13:53:54"
"0ed8eeea_4504_4d86_96ea_39692d7c3178","2015-11-25","09:05:40"
"3e8d67d0_4a67_4dc6_b853_92ab37a3168d","2015-12-29","16:46:47"
"7ba4c1a7_75d1_42ae_87ec_6fa0a93e76ee","2015-12-29","16:46:24"
"b4ad1bdb_18ce_4961_82a5_020864cd7dd8","2015-12-29","16:46:58"
"c93f34d7_088d_4ae9_8cba_5b6aac220f5b","2015-12-29","16:46:28"
"6209309b_68f9_4b17_b091_553ed82cae3e","2015-12-09","11:11:52"
"721db862_9436_4dbe_aea2_dfff19b02d32","2015-12-09","11:11:43"
"a8a13009_d011_49a2_aff6_57417ed372f5","2015-12-01","12:41:39"
"1eb09164_19a1_4811_951b_f27f20b4358b","2015-12-25","08:48:36"
"25ca98dd_a4c5_4cd0_bac2_8bd9686bfe09","2015-12-25","08:47:38"
"4b936a36_6eae_4025_89d1_d9944879aaa1","2015-12-25","08:48:26"
"6306ed62_6461_4a48_9f25_cec6f3161068","2015-12-25","08:47:19"
"6948594d_cd7e_417f_80d3_51340df55419","2015-12-25","08:50:10"
"962e79b3_81be_477f_8fe5_45fb4177b794","2015-12-25","08:47:54"
"9e1f2682_1b84_4701_88bf_23554a3368b4","2015-12-25","08:49:34"
"a2adc754_17d7_4ea5_827c_7b0314b760cc","2015-12-25","08:49:43"
"ae9ee7fa_47b0_45ad_be94_663d3285560b","2015-12-25","08:49:47"
"b11be260_4cfe_4cdf_b656_18e5c05c5f00","2015-12-25","08:50:06"
"b16bcb2b_c9b8_40e0_a687_3043567c7381","2015-12-25","08:47:29"
"b63533fe_8ce4_4130_8996_d1788cd8f0ee","2015-12-25","08:48:16"
