"brukercode","acquisition_date","acquisition_time"
"b6259a55_6caf_4cb6_bdcd_263642d3ab25","2015-12-01","15:45:57"
"c3bd47f7_fe8e_455f_98b9_9c2bb50839a4","2015-12-01","15:46:43"
"f82fed26_52d8_40cd_a9f1_843942d968e2","2015-12-01","15:48:22"
"64e79d27_49e1_409a_b238_6fa5a5cfd3dd","2015-11-27","10:05:37"
"6ff79218_942a_4cfd_861c_23baeddfe09f","2015-11-27","10:05:33"
"939c6514_3b41_4f85_8980_c43dbdab640d","2015-11-27","10:07:38"
"b67f3b8c_a9a1_4ce6_a3b4_4f3fc43aca6f","2015-11-27","10:08:56"
"e99c6726_94a3_45f7_8598_1fdcd2ee089f","2015-11-27","10:06:34"
"1fb2912f_695e_4171_8763_caf68a55eb96","2015-12-03","11:48:27"
"37a51dfd_53f9_4b45_a241_f925139c6681","2015-12-03","11:48:21"
"bb66680f_21fc_40ad_82ed_e6ff9aa1d71e","2015-12-03","11:48:14"
"f03c30a2_5efd_4984_8b65_61ad5b3be802","2015-12-03","11:48:09"
"008449aa_c96b_43bf_b1e5_7ecefbe7d2fc","2015-11-19","13:04:22"
"3206df72_2c2e_45c0_a40b_af575636e7ba","2015-11-19","13:07:15"
"3234e600_11fc_4a87_bc3b_afb589ca926b","2015-11-19","13:05:59"
"4e66f09d_411e_4444_b08c_939217072cab","2015-11-19","13:08:22"
"a7e06c2a_afb0_47af_8d9a_bac3aa3d3e88","2015-11-19","13:06:37"
"b6e5e9c3_2cc1_431d_94b6_2db50a7bb724","2015-11-19","13:06:32"
"0b2d5606_f587_4262_8627_5e99cacf72c9","2015-12-22","12:40:02"
"46f8daa3_9272_475d_b901_d804ea300165","2015-12-22","12:40:30"
"770bc331_8a8b_4a7e_89e8_db60642b8ad6","2015-12-22","12:40:44"
"7d7b8db7_7c8f_429f_b634_34470575cd01","2015-12-22","12:40:49"
"8fea9aa9_a397_4736_aea7_d53ff223000a","2015-12-22","12:40:25"
"c00ada7f_405e_424a_b4dc_0fe1a053e8d7","2015-12-22","12:40:06"
"cbaf13c6_271d_4a9e_826e_766db635e110","2015-12-22","12:40:17"
"de7765b9_bc6c_4751_9c37_a282d7d71157","2015-12-22","12:40:35"
"1ea9e241_7169_45d1_83e9_8076c1d11d36","2015-12-11","12:26:54"
"296a962f_6770_41ab_99f0_adb8fa89d7b3","2015-12-11","12:28:29"
"4b09b7d8_5c31_4086_9e57_a2caddd641ba","2015-12-11","12:27:01"
"63735b45_9c04_47de_a98f_400fa00ee4c2","2015-12-11","12:26:34"
"6adfd481_75ae_447a_bb98_54fd5b595a48","2015-12-11","12:26:42"
"9a6be0f8_49b5_4c07_a0c5_b633fdee46bd","2015-12-11","12:28:18"
"9b536863_8126_44e2_9e8e_67f0a35e79c0","2015-12-11","12:27:36"
"9f0a3efc_c87b_4947_a891_58f5756527c8","2015-12-11","12:27:57"
"a40658f6_a3b8_42e6_835b_59879bedc084","2015-12-11","12:28:38"
"a946166f_7145_40c9_9bc3_78726d436b0d","2015-12-11","12:26:29"
"b6b33867_955d_400c_bdf2_b47a68cb4c97","2015-12-11","12:27:22"
"d9e9fdc0_2909_45ed_8360_ffab0ddb5e09","2015-12-11","12:27:42"
"e647a8ae_b405_411d_af2e_031b33da7e40","2015-12-11","12:28:09"
"eea2ff37_84d3_4615_ad30_c378fe85ac99","2015-12-11","12:27:18"
"fb6dcdcf_dc3e_451f_bbfa_d1a41843fbc8","2015-12-11","12:27:10"
"3df65708_433d_4f83_949e_480bf9536226","2015-12-28","09:51:21"
"67e31593_9f8f_47ab_a905_0f1f25aa418e","2015-11-30","11:07:22"
"98565c11_4cc0_4080_a2c5_6498f7feb7a9","2015-11-30","11:07:06"
"add328d4_a7a1_4123_9feb_d8861f5a7211","2015-11-30","11:07:36"
"c8f86272_85de_4547_8a5a_0e0d0c1105bd","2015-11-30","11:07:11"
"db412f15_4e9e_40e0_9554_4b66f4ac8e65","2015-11-30","11:07:29"
"e5053263_0450_48e6_b3cc_e3c32c4d6d51","2015-11-30","11:06:59"
"fea05ccf_a065_4e56_8cf0_fde7abd138da","2015-11-30","11:06:53"
"3cac0043_455a_4755_9e2b_1ca2f29ba01b","2015-12-22","11:44:27"
"4367ddfc_66a1_4ae6_a9f7_e3bd6be9d876","2015-12-22","11:44:02"
"45c3240a_ef49_4c07_a7a3_57099267baba","2015-12-22","11:44:43"
"5e4e75ac_5319_47b9_a659_b16dc3356a4e","2015-12-22","11:42:01"
"644ea7ee_9612_4cce_81e7_f5950bf9a924","2015-12-22","11:43:23"
"7183dc44_2c46_4a09_ac4a_f98aeb42184a","2015-12-22","11:43:06"
"7b2e001e_e957_4a92_94ed_3a5f2a02a3cd","2015-12-22","11:43:31"
"838d2fb9_6280_4106_a1ee_7256d663955d","2015-12-22","11:44:32"
"8d78c120_b78b_4c58_84b6_1e790d9c3fc9","2015-12-22","11:44:12"
"8d8f2f31_2687_4c73_a0ed_51ed9a31822e","2015-12-22","11:42:49"
"be0419f4_bf68_433f_b93e_fa17ff901caa","2015-12-22","11:42:27"
"ca03f92b_91e0_4c18_addb_848fa17c6443","2015-12-22","11:42:13"
"d30ea6b8_3053_4365_9fec_16a24ebcbb2e","2015-12-22","11:42:31"
"d4323935_ebd8_4656_91ed_bfc3a0557d9a","2015-12-22","11:43:13"
"dcd167a9_0696_4729_83b0_ae71dd4324a8","2015-12-22","11:43:54"
"f8a0740a_3b45_4b28_aa87_961b4c8d8f10","2015-12-22","11:43:47"
"fa61c69e_76bb_4c8e_8a24_2e526b140b55","2015-12-22","11:42:42"
"fbd0d38f_31d7_4405_b4a4_3ee14f939256","2015-12-22","11:43:42"
"61fd1d75_432c_4035_a509_09bdd3a62764","2015-12-14","10:45:50"
"0c9a12b2_4900_4410_85e9_66d13ea3e317","2015-12-15","14:39:16"
"2154ca4c_8fd6_4759_a09d_f853529c2f55","2015-12-15","14:36:54"
"86515da2_3c66_4e89_b911_ce3ce9d7ae75","2015-12-15","14:35:59"
"de0dd0c1_92a8_441a_83f6_2f6c53dc130e","2015-12-15","14:38:13"
"1b0c86b1_b391_4abe_971a_3feb1e5c83ce","2015-11-24","12:24:25"
"3ed32af0_60c4_4ce7_8a10_cb661cea23cf","2015-11-24","12:22:31"
"4c426e33_01da_48c7_bec6_432f863efbd3","2015-11-24","12:23:46"
"89df864d_a7ab_4a09_89d4_060ff01f867a","2015-11-24","12:23:59"
"b93c3ae1_b1e5_47a3_9034_77022ac06632","2015-11-24","12:23:53"
"ca3de384_30a9_4f75_81bb_76a8b0935b7f","2015-11-24","12:23:01"
"d2f5c24d_ce64_48c9_bb20_bbdb6d883429","2015-11-24","12:24:10"
"e52f2235_5a5f_498d_a8ca_df84a0c2b8da","2015-11-24","12:22:49"
"eea6b4d6_fa8a_4d9d_b1d1_9462689972b8","2015-11-24","12:24:33"
"23dff1a4_0ebb_4354_bcb9_02d0353a0ecd","2015-12-05","11:22:01"
"4946cf00_61a7_4375_acff_53967efebcdf","2015-12-05","11:23:42"
"9bd176e9_6801_4f46_be18_ffd4902efbcf","2015-12-05","11:22:36"
"a3cf1277_f6a0_4d1d_95d6_c7892af63a50","2015-12-14","16:08:50"
"a3cf1277_f6a0_4d1d_95d6_c7892af63a50","2015-12-14","16:12:56"
"1a98c910_11e1_4708_9368_82921b2745cf","2015-11-23","11:03:34"
"2fec7285_8ad2_4346_9537_b7ee7ba2bf78","2015-11-23","11:03:01"
"398f0375_8594_4f52_88be_a1f914e39ac4","2015-11-23","11:03:30"
"4e8134fe_e1ca_4e2b_97ec_465c10aa014d","2015-11-23","11:04:13"
"6eabbded_7b09_4874_8f1f_360a809a05ba","2015-11-23","11:03:42"
"9094620a_dcda_42f5_aebe_9bddcd938d44","2015-11-23","11:04:07"
"ad6c91c4_b924_4253_bde2_2522446d62de","2015-11-23","11:04:17"
"b03bfcc5_727a_4b13_b6c7_dd82ceac30f5","2015-11-23","11:04:00"
"cb727d3f_af70_4a0b_a347_f6721a0c3abe","2015-11-23","11:03:56"
"ff2b89a2_9288_4f0d_9a55_1df630aae4ec","2015-11-23","11:03:15"
"06f91733_1e00_4e10_8ef9_945e8f7f4093","2015-11-30","14:14:49"
"2b1d1e76_eac9_43ce_ac53_80cbee29b1a7","2015-11-30","14:14:27"
"43ba1ee1_fbd0_4472_bc11_019a8a0319e5","2015-11-30","14:15:37"
"570e9ab0_471b_49da_a0d3_b7f63c402598","2015-11-30","14:14:17"
"67acdb3e_14fc_46c5_a8fa_df43f9a3bf62","2015-11-30","14:15:13"
"8738e7ad_1032_49dc_ad11_41561d091869","2015-11-30","14:14:37"
"a4b010e3_68e7_4281_a5d3_010911a002c1","2015-11-30","14:15:04"
"ad20731d_0a20_42ba_8d25_97f1d66a380d","2015-11-30","14:15:56"
"d0ba2604_e67a_4f37_82d1_65fe510a8bc1","2015-11-30","14:14:03"
"e0c4798b_f8a2_49a1_9e35_a418b3e41484","2015-11-30","14:15:45"
"e4f6bf62_1ca3_4b7b_b793_52b861b638d0","2015-11-30","14:14:13"
"f09d98cf_ab77_4081_bc88_93188c40ff17","2015-11-30","14:14:41"
"fe5824eb_71e4_4bee_9fd4_0e3e2a35b41a","2015-11-30","14:14:21"
"74969164_613a_4455_ac8e_5666ee0dfade","2015-12-18","14:44:45"
"26222e68_b0d4_428c_81d8_3ea8223d0e00","2015-11-18","12:32:52"
"8b1d9ad9_40d5_4531_b3db_e6964e8cb7d9","2015-11-18","12:31:37"
"9f1aa6ff_c297_4104_b1f1_49bd607a3114","2015-11-18","12:29:38"
"d8433a81_01de_4b47_895a_c1a5171b8059","2015-11-18","12:33:31"
"ecb0c87b_e164_4d57_bb2f_0b5c81ae4cde","2015-11-18","12:30:27"
"fe949162_ee07_47fd_94fc_bcb7ce4c10cb","2015-11-18","12:32:17"
"25afb076_bb8c_4231_bafb_ad296e5292d8","2015-11-20","09:57:50"
"5459364f_ab7e_400e_92ff_a77c02a222c8","2015-11-20","09:58:18"
"5730f4ec_70df_4fc2_bc9b_c381447fde4a","2015-11-20","09:57:43"
"7f7a32aa_1d44_4d2b_8d25_d1e073f7ff23","2015-11-20","09:58:05"
"8e29c9a9_cc4e_4b9f_a540_3fa35470e86d","2015-11-20","09:57:19"
"92d6113c_df61_4e74_9724_eeda25fc5996","2015-11-20","09:56:19"
"987d9542_37b2_4ac9_b3dd_460f65aa091c","2015-11-20","09:58:54"
"cbc421ac_b43a_47b2_abe0_b143d0ff98b6","2015-11-20","09:58:42"
"d3d7352e_e3b4_4bca_ba93_5f262d184641","2015-11-20","09:57:39"
"e99bfa90_39f9_4153_a19b_32a9d3375c8c","2015-11-20","09:56:35"
"ead782f9_778a_4331_9b21_9c9bba3030a6","2015-11-20","09:57:34"
"eda5c36a_4285_4d2e_969d_f4f0820691ac","2015-11-20","09:56:43"
"f30ceaad_19fd_463f_ac75_80fcedd2febe","2015-11-20","09:58:38"
"f591803f_40e5_4b5f_a2d9_be7905351c61","2015-11-20","09:58:32"
"feb19888_90ab_4fd6_bd69_22f8c97d6897","2015-11-20","09:56:15"
"2fe8c4cb_0406_468f_a140_c684dc8479db","2015-11-20","08:38:36"
"3c0fe8ed_181a_492d_aa15_d39003298193","2015-11-20","08:38:46"
"5e26a80d_ec76_45b7_a150_d620d3d51052","2015-11-20","08:38:54"
"61e262e6_13ab_4a91_9a4d_6e9a03271572","2015-11-20","08:38:29"
"6f157c84_cf3c_421c_b8bd_607cd3c7e1d2","2015-11-20","08:39:26"
"771277e2_a02f_418f_b4bb_4735cbcd4f5c","2015-11-20","08:39:06"
"bcd18d45_0fc2_49cc_a23c_b80be68d7fd5","2015-11-20","08:39:16"
"e001212f_a44f_4c37_9622_dfcad18f99d2","2015-11-20","08:38:41"
"e7a5bf32_fd45_45c4_8378_533a7faae45e","2015-11-20","08:39:38"
"05cd60ab_68bb_4ef3_aa0b_a214c4f66fea","2015-11-24","10:54:26"
"1137a685_c217_419f_ac86_4b2336d346db","2015-11-24","10:55:01"
"14581441_ab73_4a6d_9940_d7f0c0638232","2015-11-24","10:51:47"
"225feb99_061a_43f1_ae10_4fe695911ced","2015-11-24","10:54:51"
"2319a151_0d16_468c_8c71_c683f35d68fb","2015-11-24","10:53:21"
"311681ed_a08a_44e1_bae0_3ad170188ee2","2015-11-24","10:52:12"
"327d3d85_04e9_4801_92c4_436bb77ab295","2015-11-24","10:52:59"
"337763e2_a4a7_481f_a7f5_4f32465913f2","2015-11-24","10:53:12"
"35706615_80c7_4bd2_9b5b_b598539b3b3c","2015-11-24","10:52:04"
"4a298951_bfa2_4ab1_b8f6_183faadd887a","2015-11-24","10:51:34"
"6399b1f0_0789_41fe_bbac_bc0a951fa165","2015-11-24","10:51:54"
"65950cd8_e301_465a_aaf7_828516f613db","2015-11-24","10:51:42"
"6a2fc67e_c434_40da_b241_fca9d60364f5","2015-11-24","10:54:13"
"73c48334_ca78_4729_91d7_336ad438ca6e","2015-11-24","10:54:00"
"7a567892_e5ea_4a81_a971_4ff1ff3c150e","2015-11-24","10:54:07"
"80257fdf_672a_4217_8d4f_ae0418987289","2015-11-24","10:54:19"
"817ce3fc_30c3_44ba_ac59_d1ef7359d80c","2015-11-24","10:51:50"
"822a14f8_b105_4a08_a368_2b1db09ff751","2015-11-24","10:52:27"
"86be5142_59e8_4ab5_88ae_c8d644d8d823","2015-11-24","10:53:42"
"8ad23964_ef4b_4bbd_806d_a232817b92e8","2015-11-24","10:53:29"
"8ae979ac_e4d0_412a_8285_b5968966a616","2015-11-24","10:52:42"
"8b903cff_b542_419b_ae8e_c41da1327a54","2015-11-24","10:55:15"
"926b3304_04bc_499c_9b7d_b4d574cc3e6c","2015-11-24","10:53:51"
"98b5598f_9815_4b0e_a612_7371315bed67","2015-11-24","10:52:16"
"a70cde95_fd51_435d_a4c8_a367d078e0a3","2015-11-24","10:54:38"
"ac6b98dd_324d_4c99_b4c3_4978de556e02","2015-11-24","10:53:07"
"bb19df09_1d82_459b_85ba_4d9256932d79","2015-11-24","10:52:32"
"bcb11341_2778_4d24_b1ad_b7e4bee5fe87","2015-11-24","10:54:32"
"c75a5b36_c300_41e0_ad14_0b1bf0943daf","2015-11-24","10:52:48"
"cfcd3ac1_bfe8_4ce2_9b85_fb5dd758fb8a","2015-11-24","10:52:53"
"f1431e4c_2917_49cd_89b5_748b60e00f1d","2015-11-24","10:53:38"
"f90f2557_c0a9_49bb_b2d8_9fc74e3ace4a","2015-11-24","10:55:11"
"0134b51d_05d2_45b9_96ab_a8b735613b91","2015-11-25","10:34:29"
"2b9f12f0_4ffd_4c63_a8a8_5900a5741f49","2015-11-25","10:34:33"
"46becfef_6d7f_4c61_a0dd_eeaa3e098db6","2015-11-25","10:34:57"
"b018055d_db50_4be2_92f1_5b622d5eac0b","2015-11-25","10:34:48"
"ee8f3959_bdab_486f_bbf9_4bc43e0306ca","2015-11-25","10:34:41"
"f1eaac83_1712_4c96_a27b_79266b166624","2015-11-25","10:35:02"
"02538bfc_fd45_4b68_9790_e36ba86d76c1","2015-12-18","14:34:53"
"1f24b427_f368_4b51_9761_f64fd376cf84","2015-12-18","14:35:36"
"431ade4a_4c03_4628_bbf4_757fb5fe601d","2015-12-18","14:35:48"
"4d0202c1_7eb8_4884_910a_4aa87f197d1b","2015-12-18","14:35:42"
"868a2d62_ce46_40e7_9975_0efe69db61ac","2015-12-18","14:35:14"
"9078d384_300a_4624_9820_6f4ce86d7e54","2015-12-18","14:36:02"
"aab80dc9_6da7_480a_bd07_3ce1e6ae4fcc","2015-12-18","14:36:33"
"d23d6e2b_dc75_42bf_b53c_0b639746c4c6","2015-12-18","14:35:10"
"fd82dfbf_8432_4da3_bba1_ed1d1750cd1c","2015-12-18","14:35:25"
"1077d1a1_fab5_4112_99c6_543765841643","2015-12-02","11:12:33"
"303e5ec6_a47c_44f0_bcb7_042466889a80","2015-12-02","11:11:36"
"6d45b6ab_81b5_4dd4_ac44_82bf1f190df4","2015-12-02","11:11:14"
"746c9099_7640_4950_b89f_1701ac21a566","2015-12-02","11:11:26"
"ff824c00_501d_496f_bdf3_899292a03a5b","2015-12-02","11:11:32"
"12caa8b6_b942_484d_9b51_7dd527811e7d","2015-12-16","09:40:44"
"138a426a_8713_4ea9_b7ad_cc6a596a8ebe","2015-12-16","09:42:11"
"21abb6bd_bd79_4f71_a6f0_146ee5ebeb5b","2015-12-16","09:42:19"
"2772dec9_5ae3_4365_8364_744e2810dae0","2015-12-16","09:41:05"
"3d07158d_0e2c_46c5_8636_7336ff8dbf4e","2015-12-16","09:42:42"
"422f5bec_532a_4bde_811c_2cd27b7af046","2015-12-16","09:41:17"
"68594b82_6fb8_4495_bcec_0a8bf46e8828","2015-12-16","09:40:17"
"6e819f02_6597_43f9_814a_74e20280fb07","2015-12-16","09:41:33"
"87aa66e0_5e3f_459a_b391_2933f84e024f","2015-12-16","09:42:49"
"af3b770e_08c3_48a1_903a_24514b79cbda","2015-12-16","09:40:33"
"c9a45994_25f0_4455_b155_050ab42fdd13","2015-12-16","09:41:42"
"d0a6f781_9a61_4278_a556_d035605e1e9c","2015-12-16","09:41:27"
"8d4b28c1_c6d0_4574_8220_b0de4b7ebd89","2015-11-24","13:12:40"
"03fd0eb9_fd80_408e_a3e4_7cd8f58fd6fc","2015-12-24","08:31:55"
"16031d45_0011_4ab4_b569_f8bbac848c35","2015-12-24","08:32:09"
"19c05e47_fe4e_4471_b588_f6d4f037fbc8","2015-12-24","08:32:20"
"2e5b032a_97a0_44e3_8537_b39cc07ce1f1","2015-12-24","08:32:01"
"50b0c246_7b78_4b66_88a3_31c38c045157","2015-12-24","08:32:41"
"a49e350c_ff7b_4178_a506_1f8f5c6deeac","2015-12-24","08:32:32"
"cb1436aa_bf3c_4c89_a6dd_badb8d275b53","2015-12-24","08:31:51"
"cf95783a_1b4b_4504_8763_ad45b1dd8318","2015-12-24","08:31:40"
"d73ced98_9657_4c7e_93bc_24ae58729f92","2015-12-24","08:32:15"
"e97bff65_c4cd_4084_8a4c_7043e88d6eae","2015-12-24","08:32:24"
"2217f7a4_665e_4f8e_9347_9aca3c62e4a9","2015-12-16","09:36:55"
"745bb4c7_7042_4702_8421_3ba51756400d","2015-12-16","09:37:04"
"c015196b_9555_44b1_ab40_f3f40b3028a4","2015-12-16","09:36:41"
"eaf7d189_65d1_43b0_af5c_f3f28be88e77","2015-12-16","09:36:50"
"13c3e03a_67e4_4d39_bbde_7c977d8e4970","2015-12-19","09:00:03"
"1a5ee4d2_3a0a_49be_92a5_7f6fad828005","2015-12-19","08:59:04"
"1c78761e_3248_4911_b248_3c770328e566","2015-12-19","08:58:26"
"27b3dbcc_2949_40d5_8c95_cb289ec98e51","2015-12-19","08:59:37"
"298727f4_9df5_457f_a00e_4415604d6866","2015-12-19","08:58:00"
"4d1b1802_5409_49a1_b598_394f04bf6f88","2015-12-19","08:59:57"
"501a54b7_051f_40f7_9c65_3add3cb4f475","2015-12-19","08:59:42"
"62aeaebc_7abe_49ef_958a_233df2d07b67","2015-12-19","08:57:36"
"93c72200_fce5_429c_8b17_e24f041b9729","2015-12-19","08:58:35"
"ab130bd8_10e9_4913_bbdc_30418f99ff48","2015-12-19","08:58:51"
"b98c21be_8740_4d25_ac56_01039b76e10b","2015-12-19","08:58:08"
"d3ed071c_1836_418a_a470_c09672da40b4","2015-12-19","08:58:13"
"d7b03b46_9646_4e63_84b5_2fcf107b5f5e","2015-12-19","08:59:17"
"e998ed2c_9147_43da_9f2f_e575595e328b","2015-12-19","08:58:57"
"f2db85f4_7401_4c02_ad48_3162737bd6ad","2015-12-19","08:57:56"
"f570dd89_9d9f_4787_8e43_82884a55e111","2015-12-19","08:57:47"
"19bcf973_139b_490b_a013_dd5926a5214a","2015-11-23","09:21:41"
"26a6a0ac_6ad4_434a_a1b7_066ddbc839a3","2015-11-23","09:21:54"
"31e49822_a6f7_4b8c_9395_7ccdee3660e9","2015-11-23","09:23:07"
"326a168c_5630_4de2_bdaa_c39346ce06c5","2015-11-23","09:22:20"
"383526cb_8f8b_406c_90dc_6ce2a24276eb","2015-11-23","09:21:45"
"45f443ee_c8d0_445e_a70f_309d62067643","2015-11-23","09:20:38"
"4d594a44_42ec_40a0_9c1e_c76b20d932f1","2015-11-23","09:22:15"
"4dfb09be_a132_4c96_aa7f_a5fcaa442e35","2015-11-23","09:20:57"
"5002f26d_b8c3_46a8_8eb4_711fab0607b1","2015-11-23","09:22:33"
"5a70adfb_3daf_4e65_8a65_9ba8f61eb1db","2015-11-23","09:21:57"
"69820a04_a886_4a19_8360_cc431f19cd28","2015-11-23","09:21:13"
"860354f9_520a_40bc_b772_d370a756dff6","2015-11-23","09:20:29"
"88f9c643_6748_4a1a_8bb1_75458614d47b","2015-11-23","09:21:19"
"8da41ecf_bd72_48f5_afe3_cebdf4c6c740","2015-11-23","09:21:24"
"91306dc8_13c6_4124_80ec_926692bdeb3d","2015-11-23","09:20:25"
"91ee4052_4a23_4a93_8ba4_4e385c47c8e0","2015-11-23","09:23:16"
"a725bce9_bb26_4570_853f_41483d0f99b0","2015-11-23","09:22:47"
"b6bb9b8e_59a6_4bc5_a6af_d27b6c554f59","2015-11-23","09:20:50"
"bc81ba07_0c01_49ed_94d2_8c2589261c74","2015-11-23","09:22:10"
"c3b099ea_78be_4535_9a90_b74f99408268","2015-11-23","09:21:32"
"c4b36d3d_08c5_4392_89dd_4bcc83e89105","2015-11-23","09:22:52"
"d47520a2_d129_4d5b_852a_c83f052d8d18","2015-11-23","09:21:37"
"f3881977_4d25_4a4d_abb6_094f17e94de2","2015-11-23","09:23:11"
"0d0d259d_0580_4e46_a777_e19f6a9a0875","2015-12-16","11:37:57"
"1e35508f_9de3_41d9_978a_651fc619e81c","2015-12-16","11:37:39"
"2c34ad63_f4e1_46b1_84b7_ad220675f40f","2015-12-16","11:38:09"
"4b4b14d3_55a3_4f1a_a04e_5115b055cc1f","2015-12-16","11:37:21"
"73532a9b_4cea_45c5_b31b_ddd67a735c09","2015-12-16","11:38:28"
"91900c43_dbb1_444c_9ee5_92313c0984a9","2015-12-16","11:38:41"
"d71f5072_8620_4271_8bfc_f5b51e5bc8fb","2015-12-16","11:37:29"
"d984df68_df45_414a_b53d_836b0367b1f0","2015-12-16","11:38:04"
"e3af77cf_7b03_40bc_894a_77d56587d6ed","2015-12-16","11:37:48"
"17438213_b9de_498d_af98_0c02f8cee439","2015-11-25","11:32:52"
"17d80eb9_7883_4c21_aa66_88cb60ec0fae","2015-11-25","11:32:59"
"27854e56_a8ce_4127_9390_9b9df5fde210","2015-11-25","11:32:48"
"371bd46f_06a0_49bd_a142_5ce8c56361b4","2015-11-25","11:33:39"
"4398e37f_b4ca_4d3b_b6f9_9c3303b4c893","2015-11-25","11:33:47"
"489e6498_2c0f_43c2_a75d_7c79d407425f","2015-11-25","11:33:58"
"662aa0dd_30d8_455c_bcbb_e86a47fc9a55","2015-11-25","11:33:18"
"9a07325c_45f4_4146_ae3f_13d06446e276","2015-11-25","11:32:43"
"b3bf5d72_6ca9_4217_a4de_18c0ffe17f41","2015-11-25","11:33:30"
"bde24062_3bb8_4149_a2f1_a0d39bfeec5a","2015-11-25","11:33:09"
"1bdd56e2_c52f_4d12_9c5e_32b22f591b0e","2015-12-04","11:08:40"
"385c2c71_464d_4465_bebd_3a338d5ab4a3","2015-12-04","11:07:43"
"3895f624_731f_4dce_83e1_44d1c2b3d67e","2015-12-04","11:06:48"
"0659b1dd_81ad_46e3_aa61_e1b09c636070","2015-12-08","12:22:29"
"09abefa5_a34d_409b_9bee_90565e05e63e","2015-12-08","12:21:38"
"21a4d321_f69f_4623_a5a6_fdb430df39ca","2015-12-08","12:21:50"
"2a256bbc_494d_45c7_84c3_a85f3d4c20b6","2015-12-08","12:24:27"
"499e71af_ddbf_4835_bc14_a27f843685d3","2015-12-08","12:24:14"
"4ecbff21_5ad1_4bc9_8439_c699f53ab96d","2015-12-08","12:22:01"
"6fa3c382_5e68_4abb_95ab_97f7eb26ea7c","2015-12-08","12:22:45"
"8e0c0735_e5d1_4a11_be96_46a0781614bf","2015-12-08","12:22:13"
"a9de2e98_52dd_4497_a463_f8b6627cce49","2015-12-08","12:24:56"
"c40f132a_bb38_4b02_bde1_df155665f8d3","2015-12-08","12:21:43"
"d2e32618_000e_4d73_aa83_d2d426231ee0","2015-12-08","12:24:49"
"d36bcd95_3a7b_4942_ab3c_fb901c6ccc51","2015-12-08","12:24:06"
"e1b247ca_49b1_4a73_88f8_c1097285652d","2015-12-08","12:22:17"
"e25ef85c_113f_4a28_8e83_4d42453347c2","2015-12-08","12:23:54"
"f8e399d0_6403_41d5_a930_36cb52801a94","2015-12-08","12:22:52"
"5a4cacda_7074_4cdd_a48c_6a6d728ade7e","2015-12-01","11:14:26"
"ba97ca64_a775_4a2d_a607_cafe5a5128a8","2015-12-01","11:16:00"
"0a9fdd4b_7180_47c0_849e_cb32d46da94c","2015-12-10","12:21:22"
"1e9374a4_1bc5_4a6d_8e81_c64266fd1a02","2015-12-10","12:20:53"
"21ab9dc5_3c04_4cfa_bd26_d7da1113324f","2015-12-10","12:20:39"
"2a8194a9_2f59_4bf7_8f8f_b3f15859ca23","2015-12-10","12:19:39"
"376bbd61_863d_4b5e_9a24_8adfb6423b0d","2015-12-10","12:20:59"
"3b3b3d5d_95e6_4ddc_8a68_4c7e92ebdeeb","2015-12-10","12:21:03"
"4014b1b0_6759_4196_aebd_a28a312ca2ef","2015-12-10","12:20:01"
"4c890603_dbbe_443a_bda7_fd76be2d2c45","2015-12-10","12:20:06"
"55a393f3_4fc6_450a_9efd_947490adebdc","2015-12-10","12:19:24"
"55ac0e5c_cdea_4416_bbf5_7603cb458f47","2015-12-10","12:20:11"
"6af23187_0fc3_414c_89bf_47b4725b7421","2015-12-10","12:19:17"
"7ecab1f6_6ee2_4f20_a260_504de4726a31","2015-12-10","12:20:49"
"9abc8be8_0de4_4c43_b55c_b8629285809e","2015-12-10","12:19:55"
"c257176a_c454_4411_89c6_b8b67ebb3bc1","2015-12-10","12:21:10"
"ceb7593d_3fce_4bb0_a8d8_ec328822ed98","2015-12-10","12:21:27"
"ec1753eb_05b0_41a6_8ee5_060e129e0b9c","2015-12-10","12:20:21"
"fcf7ea45_25f0_4a5c_b440_392a2d9699bb","2015-12-10","12:20:31"
"18297b92_a4a6_4f0c_b9ce_8a1cdfe39ce1","2015-12-01","13:31:44"
"eebee80c_bbb6_4b6c_9e40_a522652bfaec","2015-12-01","13:31:34"
"01ffedd8_aee2_47fe_bdbd_5cfc37d7371a","2015-12-21","10:56:06"
"0b84fea7_9699_40ba_a62e_861e18df3a1a","2015-12-21","10:54:05"
"0c2b8ed0_7436_42dd_9486_34937c0eb89a","2015-12-21","10:53:41"
"106966ec_e6af_4d80_bf31_278214a2434e","2015-12-21","10:53:20"
"3e1f9a1f_6a60_4924_a644_90a70259da45","2015-12-21","10:52:39"
"43bab97d_ae99_4ca7_b7d8_962bb258f659","2015-12-21","10:55:27"
"4b1e96f6_d67b_4519_8091_2d284f2c58c0","2015-12-21","10:55:45"
"520939ee_9ef2_41c4_81f1_043014672902","2015-12-21","10:54:59"
"552bb212_4cf5_464c_a3f7_bc3ee5a4ab9c","2015-12-21","10:54:22"
"74db7162_463e_46c4_ae1b_0fd32a57363b","2015-12-21","10:53:00"
"91a76eb2_0a32_4539_b57c_169f685d7d8a","2015-12-21","10:55:15"
"9da48536_d2f8_4b4c_a40d_9c8237642c92","2015-12-21","10:54:29"
"a4da5927_5ff6_4015_b844_577cb376d818","2015-12-21","10:53:57"
"b2eb279f_79e3_4f9b_99e7_81f6ebb24c22","2015-12-21","10:53:08"
"b6828452_2794_4d58_ab44_c28833b046db","2015-12-21","10:54:45"
