threshold_lower,threshold_upper,percentage rejected samples,specificity,sensitivity,TP,FP,TN,FN
0.0,0.5,0.88783,0.0,1.0,868,229,0,0
0.025,0.5,0.66605,0.90333,0.96767,868,229,2140,29
0.05,0.5,0.51227,0.93991,0.90511,868,229,3582,91
0.07500000000000001,0.5,0.38569,0.954,0.84272,868,229,4749,162
0.1,0.5,0.29479,0.96052,0.79197,868,229,5572,228
0.125,0.5,0.22679,0.9642,0.74443,868,229,6167,298
0.15000000000000002,0.5,0.18016,0.96635,0.71558,868,229,6576,345
0.17500000000000002,0.5,0.14806,0.9676,0.68617,868,229,6838,397
0.2,0.5,0.12168,0.96854,0.6626,868,229,7051,442
0.225,0.5,0.1002,0.96925,0.64201,868,229,7219,484
0.25,0.5,0.08303,0.96977,0.62312,868,229,7346,525
0.275,0.5,0.0684,0.97022,0.61084,868,229,7461,553
0.30000000000000004,0.5,0.05634,0.97053,0.59534,868,229,7542,590
0.325,0.5,0.04703,0.97077,0.58451,868,229,7606,617
0.35000000000000003,0.5,0.03753,0.97099,0.57181,868,229,7666,650
0.375,0.5,0.02965,0.97117,0.56145,868,229,7715,678
0.4,0.5,0.02311,0.97131,0.55251,868,229,7754,703
0.42500000000000004,0.5,0.01779,0.9714,0.54284,868,229,7778,731
0.45,0.5,0.01104,0.97152,0.53252,868,229,7813,762
0.47500000000000003,0.5,0.00552,0.97163,0.52447,868,229,7842,787
0.5,0.5,0.0,0.97173,0.51667,868,229,7871,812
0.0,0.525,0.89325,0.0,1.0,826,218,0,0
0.025,0.525,0.67147,0.90755,0.96608,826,218,2140,29
0.05,0.525,0.51769,0.94263,0.90076,826,218,3582,91
0.07500000000000001,0.525,0.3911,0.95611,0.83603,826,218,4749,162
0.1,0.525,0.3002,0.96235,0.78368,826,218,5572,228
0.125,0.525,0.23221,0.96586,0.73488,826,218,6167,298
0.15000000000000002,0.525,0.18558,0.96791,0.70538,826,218,6576,345
0.17500000000000002,0.525,0.15348,0.9691,0.67539,826,218,6838,397
0.2,0.525,0.1271,0.97001,0.65142,826,218,7051,442
0.225,0.525,0.10562,0.97069,0.63053,826,218,7219,484
0.25,0.525,0.08845,0.97118,0.6114,826,218,7346,525
0.275,0.525,0.07382,0.97161,0.59898,826,218,7461,553
0.30000000000000004,0.525,0.06176,0.97191,0.58333,826,218,7542,590
0.325,0.525,0.05245,0.97214,0.57242,826,218,7606,617
0.35000000000000003,0.525,0.04294,0.97235,0.55962,826,218,7666,650
0.375,0.525,0.03507,0.97252,0.5492,826,218,7715,678
0.4,0.525,0.02853,0.97265,0.54022,826,218,7754,703
0.42500000000000004,0.525,0.02321,0.97274,0.53051,826,218,7778,731
0.45,0.525,0.01646,0.97286,0.52015,826,218,7813,762
0.47500000000000003,0.525,0.01094,0.97295,0.51209,826,218,7842,787
0.5,0.525,0.00542,0.97305,0.50427,826,218,7871,812
0.0,0.55,0.89877,0.0,1.0,796,194,0,0
0.025,0.55,0.67699,0.91688,0.96485,796,194,2140,29
0.05,0.55,0.52321,0.94862,0.89741,796,194,3582,91
0.07500000000000001,0.55,0.39663,0.96075,0.8309,796,194,4749,162
0.1,0.55,0.30573,0.96635,0.77734,796,194,5572,228
0.125,0.55,0.23773,0.9695,0.72761,796,194,6167,298
